,Title,genres,director_name,actor_name1,actor_name2,actor_name3,genres_director_actor
147,The Equalizer 2,Action Thriller Crime,Antoine Fuqua,Denzel Washington,Ashton Sanders,Pedro Pascal,Denzel Washington Ashton Sanders Pedro Pascal Antoine Fuqua Action Thriller Crime
148,Blindspotting,Comedy Drama,Carlos López Estrada,Janina Gavankar,Ethan Embry,Daveed Diggs,Janina Gavankar Ethan Embry Daveed Diggs Carlos López Estrada Comedy Drama
149,Unfriended: Dark Web,Horror Thriller Mystery,Stephen Susco,Colin Woodell,Rebecca Rittenhouse,Betty Gabriel,Colin Woodell Rebecca Rittenhouse Betty Gabriel Stephen Susco Horror Thriller Mystery
150,Bleach,Comedy,Shinsuke Sato,Shinsuke Sato (director); Sota Fukushi,Hana Sugisaki,,
151,Gauguin – Voyage de Tahiti,Drama Romance,Édouard Deluc,Vincent Cassel,Tuheï Adams,Malik Zidi,Vincent Cassel Tuheï Adams Malik Zidi Édouard Deluc Drama Romance
152,Mission: Impossible – Fallout,Action Adventure,Christopher McQuarrie,Tom Cruise,Henry Cavill,Ving Rhames,Tom Cruise Henry Cavill Ving Rhames Christopher McQuarrie Action Adventure
153,Teen Titans Go! To the Movies,Animation Action Comedy Science Fiction,Peter Rida Michail,Scott Menville,Khary Payton,Tara Strong,Scott Menville Khary Payton Tara Strong Peter Rida Michail Animation Action Comedy Science Fiction
154,Detective Dee: The Four Heavenly Kings,Mystery Fantasy Adventure Action,Tsui Hark,Tsui Hark (director),Chang Chia-lu,Chen Kuo-Fu (screenplay),Tsui Hark (director) Chang Chia-lu Chen Kuo-Fu (screenplay) Tsui Hark Mystery Fantasy Adventure Action
155,Hot Summer Nights,Drama Comedy Crime,Elijah Bynum,Timothée Chalamet,Maika Monroe,Alex Roe,Timothée Chalamet Maika Monroe Alex Roe Elijah Bynum Drama Comedy Crime
156,Puzzle,Drama,Marc Turtletaub,Kelly Macdonald,Irrfan Khan,David Denman,Kelly Macdonald Irrfan Khan David Denman Marc Turtletaub Drama
157,Extinction,Action Drama Science Fiction Thriller,Ben Young,Michael Peña,Lizzy Caplan,Mike Colter,Michael Peña Lizzy Caplan Mike Colter Ben Young Action Drama Science Fiction Thriller
158,Christopher Robin,Adventure Comedy Family Fantasy,Marc Forster,Ewan McGregor,Hayley Atwell,Jim Cummings,Ewan McGregor Hayley Atwell Jim Cummings Marc Forster Adventure Comedy Family Fantasy
159,The Darkest Minds,Action Adventure Drama,Jennifer Yuh Nelson,Amandla Stenberg,Mandy Moore,Harris Dickinson,Amandla Stenberg Mandy Moore Harris Dickinson Jennifer Yuh Nelson Action Adventure Drama
160,The Spy Who Dumped Me,Action Comedy,Susanna Fogel,Mila Kunis,Kate McKinnon,Justin Theroux,Mila Kunis Kate McKinnon Justin Theroux Susanna Fogel Action Comedy
161,The Miseducation of Cameron Post,Drama,Desiree Akhavan,Chloë Grace Moretz,Sasha Lane,John Gallagher,Chloë Grace Moretz Sasha Lane John Gallagher Desiree Akhavan Drama
162,Never Goin' Back,Comedy,Augustine Frizzell,Maia Mitchell,Camila Morrone,Kyle Mooney,Maia Mitchell Camila Morrone Kyle Mooney Augustine Frizzell Comedy
163,Dog Days,Romance Comedy,Ken Marino,Nina Dobrev,Finn Wolfhard,Vanessa Hudgens,Nina Dobrev Finn Wolfhard Vanessa Hudgens Ken Marino Romance Comedy
164,The Meg,Action Science Fiction Horror,Jon Turteltaub,Jason Statham,Li Bingbing,Rainn Wilson,Jason Statham Li Bingbing Rainn Wilson Jon Turteltaub Action Science Fiction Horror
165,BlacKkKlansman,Comedy Crime Drama History,Spike Lee,John David Washington,Adam Driver,Laura Harrier,John David Washington Adam Driver Laura Harrier Spike Lee Comedy Crime Drama History
166,Slender Man,Horror Mystery Thriller,Sylvain White,Joey King,Julia Goldani Telles,Jaz Sinclair,Joey King Julia Goldani Telles Jaz Sinclair Sylvain White Horror Mystery Thriller
167,A Prayer Before Dawn,Drama Action Crime,Jean-Stéphane Sauvaire,Joe Cole,,,
168,Crazy Rich Asians,Comedy Drama Romance,Jon M. Chu,Constance Wu,Henry Golding,Gemma Chan,Constance Wu Henry Golding Gemma Chan Jon M. Chu Comedy Drama Romance
169,Alpha,Adventure Drama,Albert Hughes,Kodi Smit-McPhee,Leonor Varela,Jens Hultén,Kodi Smit-McPhee Leonor Varela Jens Hultén Albert Hughes Adventure Drama
170,Mile 22,Action Thriller,Peter Berg,Mark Wahlberg,John Malkovich,Lauren Cohan,Mark Wahlberg John Malkovich Lauren Cohan Peter Berg Action Thriller
171,The Wife,Drama,Björn Runge,Glenn Close,Jonathan Pryce,Christian Slater,Glenn Close Jonathan Pryce Christian Slater Björn Runge Drama
172,Billionaire Boys Club,Drama Thriller,James Cox,Ansel Elgort,Taron Egerton,Kevin Spacey,Ansel Elgort Taron Egerton Kevin Spacey James Cox Drama Thriller
173,"Juliet, Naked",Comedy Drama Romance,Jesse Peretz,Ethan Hawke,Rose Byrne,,
174,Down a Dark Hall,Thriller Drama Fantasy Horror,Rodrigo Cortés,AnnaSophia Robb,Uma Thurman,Isabelle Fuhrman,AnnaSophia Robb Uma Thurman Isabelle Fuhrman Rodrigo Cortés Thriller Drama Fantasy Horror
175,To All the Boys I've Loved Before,Comedy Romance,Susan Johnson,Lana Condor,Noah Centineo,Anna Cathcart,Lana Condor Noah Centineo Anna Cathcart Susan Johnson Comedy Romance
176,The Happytime Murders,Action Comedy Crime,Brian Henson,Melissa McCarthy,Maya Rudolph,Joel McHale,Melissa McCarthy Maya Rudolph Joel McHale Brian Henson Action Comedy Crime
177,Searching,Thriller Mystery Drama,Aneesh Chaganty,John Cho,Debra Messing,,
178,Papillon,Drama,Michael Noer,Charlie Hunnam,Rami Malek,,
179,A.X.L.,Science Fiction Action Adventure Family,Oliver Daly,Alex Neustaedter,Becky G,Alex MacNicoll,Alex Neustaedter Becky G Alex MacNicoll Oliver Daly Science Fiction Action Adventure Family
180,Operation Finale,Drama History Thriller,Chris Weitz,Oscar Isaac,Ben Kingsley,Lior Raz,Oscar Isaac Ben Kingsley Lior Raz Chris Weitz Drama History Thriller
181,Kin,Science Fiction Action,"Jonathan Baker, Josh Baker",Myles Truitt,Jack Reynor,Zoë Kravitz,"Myles Truitt Jack Reynor Zoë Kravitz Jonathan Baker, Josh Baker Science Fiction Action"
182,The Little Stranger,Mystery Horror,Lenny Abrahamson,Domhnall Gleeson,Ruth Wilson,Will Poulter,Domhnall Gleeson Ruth Wilson Will Poulter Lenny Abrahamson Mystery Horror
183,Destination Wedding,Romance Comedy Drama,Victor Levin,Winona Ryder,Keanu Reeves,,
184,Reprisal,Action Thriller Crime,Brian A. Miller,Bruce Willis,Frank Grillo,Johnathon Schaech,Bruce Willis Frank Grillo Johnathon Schaech Brian A. Miller Action Thriller Crime
185,The Nun,Horror Mystery Thriller,Corin Hardy,Demián Bichir,Taissa Farmiga,Jonas Bloquet,Demián Bichir Taissa Farmiga Jonas Bloquet Corin Hardy Horror Mystery Thriller
186,Peppermint,Action Thriller,Pierre Morel,Jennifer Garner,John Ortiz,Juan Pablo Raba,Jennifer Garner John Ortiz Juan Pablo Raba Pierre Morel Action Thriller
187,The Predator,Science Fiction Action Adventure,Shane Black,Boyd Holbrook,Trevante Rhodes,Jacob Tremblay,Boyd Holbrook Trevante Rhodes Jacob Tremblay Shane Black Science Fiction Action Adventure
188,White Boy Rick,Crime Drama,Yann Demange,Matthew McConaughey,Richie Merritt,Bel Powley,Matthew McConaughey Richie Merritt Bel Powley Yann Demange Crime Drama
189,A Simple Favor,Crime Thriller Mystery Comedy,Paul Feig,Anna Kendrick,Blake Lively,Henry Golding,Anna Kendrick Blake Lively Henry Golding Paul Feig Crime Thriller Mystery Comedy
190,The Children Act,Drama,Richard Eyre,Emma Thompson,Stanley Tucci,Fionn Whitehead,Emma Thompson Stanley Tucci Fionn Whitehead Richard Eyre Drama
191,Lizzie,Crime Drama Thriller,Craig William Macneill,Chloë Sevigny,Kristen Stewart,Jay Huguley,Chloë Sevigny Kristen Stewart Jay Huguley Craig William Macneill Crime Drama Thriller
192,Unbroken: Path to Redemption,Drama,Harold Cronk,Samuel Hunt,Merritt Patterson,Vanessa Bell Calloway,Samuel Hunt Merritt Patterson Vanessa Bell Calloway Harold Cronk Drama
193,Hell House LLC II: The Abaddon Hotel,Horror,Stephen Cognetti,Vasile Flutur,Jillian Geurts,Joy Shatz,Vasile Flutur Jillian Geurts Joy Shatz Stephen Cognetti Horror
194,The House with a Clock in Its Walls,Fantasy Family Comedy,Eli Roth,Jack Black,Cate Blanchett,Owen Vaccaro,Jack Black Cate Blanchett Owen Vaccaro Eli Roth Fantasy Family Comedy
195,Life Itself,Drama Romance,Dan Fogelman,Oscar Isaac,Olivia Wilde,Mandy Patinkin,Oscar Isaac Olivia Wilde Mandy Patinkin Dan Fogelman Drama Romance
196,The Sisters Brothers,Drama Western,Jacques Audiard,John C. Reilly,Joaquin Phoenix,Jake Gyllenhaal,John C. Reilly Joaquin Phoenix Jake Gyllenhaal Jacques Audiard Drama Western
197,Assassination Nation,Thriller Horror Comedy,Sam Levinson,Odessa Young,Suki Waterhouse,Hari Nef,Odessa Young Suki Waterhouse Hari Nef Sam Levinson Thriller Horror Comedy
198,Little Italy,Comedy Romance,Donald Petrie,Emma Roberts,Hayden Christensen,Alyssa Milano,Emma Roberts Hayden Christensen Alyssa Milano Donald Petrie Comedy Romance
199,Colette,Drama History,Wash Westmoreland,Keira Knightley,Dominic West,,
200,Fahrenheit 11/9,Documentary,Michael Moore,Michael Moore (director/screenplay),,,
201,My Son,Thriller,Christian Carion,Guillaume Canet,Melanie Laurent,,
202,"Love, Gilda",Documentary,Lisa Dapolito,Lisa Dapolito (director); Gilda Radner,,,
203,My Hero Academia: Two Heroes,Animation Action Adventure Fantasy,Kenji Nagasaki,Justin Briner,Christopher R. Sabat,Clifford Chapin,Justin Briner Christopher R. Sabat Clifford Chapin Kenji Nagasaki Animation Action Adventure Fantasy
204,Smallfoot,Family Animation Adventure Fantasy,Karey Kirkpatrick,Channing Tatum,James Corden,Zendaya,Channing Tatum James Corden Zendaya Karey Kirkpatrick Family Animation Adventure Fantasy
205,Night School,Comedy,Malcolm D. Lee,Kevin Hart,Tiffany Haddish,Rob Riggle,Kevin Hart Tiffany Haddish Rob Riggle Malcolm D. Lee Comedy
206,The Old Man & the Gun,Comedy Crime Drama,David Lowery,Robert Redford,Casey Affleck,Danny Glover,Robert Redford Casey Affleck Danny Glover David Lowery Comedy Crime Drama
207,Hell Fest,Horror,Gregory Plotkin,Bex Taylor-Klaus,Amy Forsyth,Reign Edwards,Bex Taylor-Klaus Amy Forsyth Reign Edwards Gregory Plotkin Horror
208,Power of the Air,Drama,Dave Christiano,Nicholas X. Parsons,Patty Duke,Michael Gross,Nicholas X. Parsons Patty Duke Michael Gross Dave Christiano Drama
209,Venom,Science Fiction Action,Ruben Fleischer,Tom Hardy,Michelle Williams,Riz Ahmed,Tom Hardy Michelle Williams Riz Ahmed Ruben Fleischer Science Fiction Action
210,A Star Is Born,Music Drama Romance,Bradley Cooper,Bradley Cooper,Lady Gaga,Sam Elliott,Bradley Cooper Lady Gaga Sam Elliott Bradley Cooper Music Drama Romance
211,The Great Buster: A Celebration,Documentary Comedy,Peter Bogdanovich,Peter Bogdanovich (director),,,
212,The Happy Prince,Drama,Rupert Everett,Rupert Everett,Colin Firth,Colin Morgan,Rupert Everett Colin Firth Colin Morgan Rupert Everett Drama
213,First Man,History Drama,Damien Chazelle,Ryan Gosling,Claire Foy,Jason Clarke,Ryan Gosling Claire Foy Jason Clarke Damien Chazelle History Drama
214,Bad Times at the El Royale,Thriller Drama Mystery Crime,Drew Goddard,Jeff Bridges,Cynthia Erivo,Dakota Johnson,Jeff Bridges Cynthia Erivo Dakota Johnson Drew Goddard Thriller Drama Mystery Crime
215,Goosebumps 2: Haunted Halloween,Adventure Comedy Fantasy Family Horror,Ari Sandel,Wendi McLendon-Covey,Madison Iseman,Jeremy Ray Taylor,Wendi McLendon-Covey Madison Iseman Jeremy Ray Taylor Ari Sandel Adventure Comedy Fantasy Family Horror
216,Beautiful Boy,Drama,Felix van Groeningen,Steve Carell,Timothée Chalamet,Maura Tierney,Steve Carell Timothée Chalamet Maura Tierney Felix van Groeningen Drama
217,The Oath,Comedy,Ike Barinholtz,Ike Barinholtz,Tiffany Haddish,Nora Dunn,Ike Barinholtz Tiffany Haddish Nora Dunn Ike Barinholtz Comedy
218,Gosnell: The Trial of America's Biggest Serial Killer,Drama Crime,Nick Searcy,Nick Searcy (director); Earl Billings,Dean Cain,Sarah Jane Morris,Nick Searcy (director); Earl Billings Dean Cain Sarah Jane Morris Nick Searcy Drama Crime
219,After Everything,Comedy Drama Romance,"Hannah Marks, Joey Power (directors/screenplay), Jeremy Allen White, Maika Monroe, DeRon Horton, Sasha Lane, Dean Winters, Gina Gershon, Marisa Tomei",Hannah Marks,Joey Power (directors/screenplay),Jeremy Allen White,"Hannah Marks Joey Power (directors/screenplay) Jeremy Allen White Hannah Marks, Joey Power (directors/screenplay), Jeremy Allen White, Maika Monroe, DeRon Horton, Sasha Lane, Dean Winters, Gina Gershon, Marisa Tomei Comedy Drama Romance"
220,Halloween,Horror Thriller,David Gordon Green,Jamie Lee Curtis,Judy Greer,Andi Matichak,Jamie Lee Curtis Judy Greer Andi Matichak David Gordon Green Horror Thriller
221,The Hate U Give,Crime Drama,George Tillman Jr.,Amandla Stenberg,Regina Hall,Russell Hornsby,Amandla Stenberg Regina Hall Russell Hornsby George Tillman Jr. Crime Drama
222,Can You Ever Forgive Me?,Drama Crime Comedy,Marielle Heller,Melissa McCarthy,Richard E. Grant,,
223,Mid90s,Drama Comedy,Jonah Hill,Sunny Suljic,Lucas Hedges,Katherine Waterston,Sunny Suljic Lucas Hedges Katherine Waterston Jonah Hill Drama Comedy
224,Wildlife,Drama,Paul Dano,Carey Mulligan,Jake Gyllenhaal,Ed Oxenbould,Carey Mulligan Jake Gyllenhaal Ed Oxenbould Paul Dano Drama
225,What They Had,Drama,Elizabeth Chomko,Hilary Swank,Michael Shannon,Robert Forster,Hilary Swank Michael Shannon Robert Forster Elizabeth Chomko Drama
226,Hunter Killer,Action Thriller,Donovan Marsh,Gerard Butler,Gary Oldman,Common,Gerard Butler Gary Oldman Common Donovan Marsh Action Thriller
227,Johnny English Strikes Again,Action Adventure Comedy,David Kerr,Rowan Atkinson,Olga Kurylenko,Ben Miller,Rowan Atkinson Olga Kurylenko Ben Miller David Kerr Action Adventure Comedy
228,Suspiria,Fantasy Horror Thriller Drama,Luca Guadagnino,Dakota Johnson,Tilda Swinton,Mia Goth,Dakota Johnson Tilda Swinton Mia Goth Luca Guadagnino Fantasy Horror Thriller Drama
229,Indivisible,Drama War,David G. Evans,Sarah Drew,Justin Bruening,Jason George,Sarah Drew Justin Bruening Jason George David G. Evans Drama War
230,Bullitt County,Action Drama Thriller,David McCracken,Mike C. Nelson,Jenni Melear,David McCracken,Mike C. Nelson Jenni Melear David McCracken David McCracken Action Drama Thriller
231,Bohemian Rhapsody,Music Drama History,Bryan Singer,Rami Malek,Lucy Boynton,Gwilym Lee,Rami Malek Lucy Boynton Gwilym Lee Bryan Singer Music Drama History
232,The Nutcracker and the Four Realms,Fantasy Adventure Family,"Lasse Hallström, Joe Johnston",Keira Knightley,Mackenzie Foy,Eugenio Derbez,"Keira Knightley Mackenzie Foy Eugenio Derbez Lasse Hallström, Joe Johnston Fantasy Adventure Family"
233,Nobody's Fool,Drama Comedy,Tyler Perry,Tiffany Haddish,Tika Sumpter,Omari Hardwick,Tiffany Haddish Tika Sumpter Omari Hardwick Tyler Perry Drama Comedy
234,Boy Erased,Drama,Joel Edgerton,Lucas Hedges,Nicole Kidman,Russell Crowe,Lucas Hedges Nicole Kidman Russell Crowe Joel Edgerton Drama
235,A Private War,Drama War,Matthew Heineman,Rosamund Pike,Jamie Dornan,Stanley Tucci,Rosamund Pike Jamie Dornan Stanley Tucci Matthew Heineman Drama War
236,Bodied,Drama Comedy Music,Joseph Kahn,Calum Worthy,Jackie Long,Rory Uphold,Calum Worthy Jackie Long Rory Uphold Joseph Kahn Drama Comedy Music
237,The Front Runner,Drama History,Jason Reitman,Hugh Jackman,Vera Farmiga,J. K. Simmons,Hugh Jackman Vera Farmiga J. K. Simmons Jason Reitman Drama History
238,The Grinch,Animation Family Comedy Fantasy,"Yarrow Cheney, Scott Mosier",Benedict Cumberbatch,Rashida Jones,Kenan Thompson,"Benedict Cumberbatch Rashida Jones Kenan Thompson Yarrow Cheney, Scott Mosier Animation Family Comedy Fantasy"
239,The Girl in the Spider's Web,Thriller,Fede Álvarez,Claire Foy,Sverrir Gudnason,Lakeith Stanfield,Claire Foy Sverrir Gudnason Lakeith Stanfield Fede Álvarez Thriller
240,Overlord,Horror War Science Fiction,Julius Avery,Jovan Adepo,Wyatt Russell,Mathilde Ollivier,Jovan Adepo Wyatt Russell Mathilde Ollivier Julius Avery Horror War Science Fiction
241,The Ballad of Buster Scruggs,Western Comedy Drama,"Joel and Ethan Coen (directors/screenplay); Tim Blake Nelson, Zoe Kazan, Liam Neeson, Tom Waits",Tim Blake Nelson,Zoe Kazan,Liam Neeson,"Tim Blake Nelson Zoe Kazan Liam Neeson Joel and Ethan Coen (directors/screenplay); Tim Blake Nelson, Zoe Kazan, Liam Neeson, Tom Waits Western Comedy Drama"
242,Lazer Team 2,Science Fiction Action Adventure Comedy,Daniel Fabelo & Matt Hullum,Gavin Free,Michael Jones,Burnie Burns,Gavin Free Michael Jones Burnie Burns Daniel Fabelo & Matt Hullum Science Fiction Action Adventure Comedy
243,Conundrum: Secrets Among Friends,Drama Thriller,Josh Webber,Josh Webber (director); Shaun Cairo (Screenplay),Jo Marie Payton,Gary Leroi Gray,Josh Webber (director); Shaun Cairo (Screenplay) Jo Marie Payton Gary Leroi Gray Josh Webber Drama Thriller
244,Fantastic Beasts: The Crimes of Grindelwald,Fantasy Adventure Family,David Yates,Eddie Redmayne,Katherine Waterston,Dan Fogler,Eddie Redmayne Katherine Waterston Dan Fogler David Yates Fantasy Adventure Family
245,Widows,Crime Thriller,Steve McQueen,Viola Davis,Michelle Rodriguez,Elizabeth Debicki,Viola Davis Michelle Rodriguez Elizabeth Debicki Steve McQueen Crime Thriller
246,Green Book,Drama Comedy,Peter Farrelly,Viggo Mortensen,Mahershala Ali,Linda Cardellini,Viggo Mortensen Mahershala Ali Linda Cardellini Peter Farrelly Drama Comedy
247,Instant Family,Comedy,Sean Anders,Mark Wahlberg,Rose Byrne,Isabela Moner,Mark Wahlberg Rose Byrne Isabela Moner Sean Anders Comedy
248,Ralph Breaks the Internet,Family Animation Comedy Adventure,"Rich Moore, Phil Johnston",John C. Reilly,Sarah Silverman,Gal Gadot,"John C. Reilly Sarah Silverman Gal Gadot Rich Moore, Phil Johnston Family Animation Comedy Adventure"
249,Creed II,Drama Action,Steven Caple Jr.,Michael B. Jordan,Sylvester Stallone,Tessa Thompson,Michael B. Jordan Sylvester Stallone Tessa Thompson Steven Caple Jr. Drama Action
250,Robin Hood,Animation Family,Otto Bathurst,Taron Egerton,Jamie Foxx,Ben Mendelsohn,Taron Egerton Jamie Foxx Ben Mendelsohn Otto Bathurst Animation Family
251,Roma,Drama,Alfonso Cuarón,Yalitza Aparicio,Marina de Tavira,Fernando Grediaga,Yalitza Aparicio Marina de Tavira Fernando Grediaga Alfonso Cuarón Drama
252,The Favourite,Drama Comedy Thriller,Yorgos Lanthimos,Olivia Colman,Emma Stone,Rachel Weisz,Olivia Colman Emma Stone Rachel Weisz Yorgos Lanthimos Drama Comedy Thriller
253,Mowgli: Legend of the Jungle,Adventure Drama,Andy Serkis,Rohan Chand,Christian Bale,Cate Blanchett,Rohan Chand Christian Bale Cate Blanchett Andy Serkis Adventure Drama
254,The Possession of Hannah Grace,Horror Drama,Diederik van Rooijen,Diederik van Rooijen (director); Brian Sieve (writer); Shay Mitchell,Grey Damon,Kirby Johnson,Diederik van Rooijen (director); Brian Sieve (writer); Shay Mitchell Grey Damon Kirby Johnson Diederik van Rooijen Horror Drama
255,Anna and the Apocalypse,Horror Comedy Fantasy,John McPhail,Ella Hunt,Malcolm Cumming,Marli Siu,Ella Hunt Malcolm Cumming Marli Siu John McPhail Horror Comedy Fantasy
256,Capernaum,Drama,Nadine Labaki,Zain Al Rafeea,Yordanos Shiferaw,Boluwatife Treasure Bankole,Zain Al Rafeea Yordanos Shiferaw Boluwatife Treasure Bankole Nadine Labaki Drama
257,The Cabin,Horror Mystery Thriller,Johan Bodell,Christopher Lee Page,Caitlin Crommett,Erik Kammerland,Christopher Lee Page Caitlin Crommett Erik Kammerland Johan Bodell Horror Mystery Thriller
258,Mary Queen of Scots,Drama History,Josie Rourke,Saoirse Ronan,Margot Robbie,Jack Lowden,Saoirse Ronan Margot Robbie Jack Lowden Josie Rourke Drama History
259,Ben Is Back,Drama,Peter Hedges,Lucas Hedges,Julia Roberts,Kathryn Newton,Lucas Hedges Julia Roberts Kathryn Newton Peter Hedges Drama
260,Spider-Man: Into the Spider-Verse,Action Adventure Animation Science Fiction,"Bob Persichetti, Peter Ramsey, Rodney Rothman",Shameik Moore,Jake Johnson,Hailee Steinfeld,"Shameik Moore Jake Johnson Hailee Steinfeld Bob Persichetti, Peter Ramsey, Rodney Rothman Action Adventure Animation Science Fiction"
261,Mortal Engines,Adventure Science Fiction,Christian Rivers,Hugo Weaving,Hera Hilmar,Robert Sheehan,Hugo Weaving Hera Hilmar Robert Sheehan Christian Rivers Adventure Science Fiction
262,The Mule,Crime Drama Thriller,Clint Eastwood,Clint Eastwood,Bradley Cooper,Laurence Fishburne,Clint Eastwood Bradley Cooper Laurence Fishburne Clint Eastwood Crime Drama Thriller
263,If Beale Street Could Talk,Romance Drama,Barry Jenkins,Kiki Layne,Stephan James,Teyonah Parris,Kiki Layne Stephan James Teyonah Parris Barry Jenkins Romance Drama
264,Mary Poppins Returns,Fantasy Family Comedy,Rob Marshall,Emily Blunt,Lin-Manuel Miranda,Ben Whishaw,Emily Blunt Lin-Manuel Miranda Ben Whishaw Rob Marshall Fantasy Family Comedy
265,Aquaman,Action Adventure Fantasy,James Wan,Jason Momoa,Amber Heard,Willem Dafoe,Jason Momoa Amber Heard Willem Dafoe James Wan Action Adventure Fantasy
266,Bumblebee,Action Adventure Science Fiction,Travis Knight,Hailee Steinfeld,John Cena,Jorge Lendeborg Jr.,Hailee Steinfeld John Cena Jorge Lendeborg Jr. Travis Knight Action Adventure Science Fiction
267,Welcome to Marwen,Comedy Drama Fantasy,Robert Zemeckis,Steve Carell,Leslie Mann,Diane Kruger,Steve Carell Leslie Mann Diane Kruger Robert Zemeckis Comedy Drama Fantasy
268,Second Act,Romance Comedy,Peter Segal,Jennifer Lopez,Leah Remini,Vanessa Hudgens,Jennifer Lopez Leah Remini Vanessa Hudgens Peter Segal Romance Comedy
269,Cold War,Drama Romance War Music,Paweł Pawlikowski,Joanna Kulig,Tomasz Kot,Agata Kulesza,Joanna Kulig Tomasz Kot Agata Kulesza Paweł Pawlikowski Drama Romance War Music
270,Holmes & Watson,Mystery Adventure Comedy Crime,Etan Cohen,Will Ferrell,John C. Reilly,Rebecca Hall,Will Ferrell John C. Reilly Rebecca Hall Etan Cohen Mystery Adventure Comedy Crime
271,Vice,Thriller Science Fiction Action Adventure,Adam McKay,Christian Bale,Amy Adams,Steve Carell,Christian Bale Amy Adams Steve Carell Adam McKay Thriller Science Fiction Action Adventure
272,On the Basis of Sex,Drama History,Mimi Leder,Felicity Jones,Armie Hammer,Justin Theroux,Felicity Jones Armie Hammer Justin Theroux Mimi Leder Drama History
273,Destroyer,Thriller Crime Drama Action,Karyn Kusama,Nicole Kidman,Sebastian Stan,Toby Kebbell,Nicole Kidman Sebastian Stan Toby Kebbell Karyn Kusama Thriller Crime Drama Action
274,Black Mirror: Bandersnatch,Science Fiction Mystery Drama Thriller TV Movie,David Slade,Fionn Whitehead,Will Poulter,Asim Chaudhry,Fionn Whitehead Will Poulter Asim Chaudhry David Slade Science Fiction Mystery Drama Thriller TV Movie
