,Title,genres,director_name,actor_name1,actor_name2,actor_name3,genres_director_actor
149,Mulan,Animation Family Adventure,Niki Caro,Liu Yifei,Donnie Yen,Tzi Ma,Liu Yifei Donnie Yen Tzi Ma Niki Caro Animation Family Adventure
150,Critical Thinking,Drama,John Leguizamo,John Leguizamo,Jorge Lendeborg Jr.,Angel Bismark Curiel,John Leguizamo Jorge Lendeborg Jr. Angel Bismark Curiel John Leguizamo Drama
151,The Owners,Thriller Horror,Julius Berg,Maisie Williams,Sylvester McCoy,Rita Tushingham,Maisie Williams Sylvester McCoy Rita Tushingham Julius Berg Thriller Horror
152,Guest House,Comedy,Sam Macaroni,Pauly Shore,Mike Castle,Aimee Teegarden,Pauly Shore Mike Castle Aimee Teegarden Sam Macaroni Comedy
153,The Babysitter: Killer Queen,Comedy Horror,McG,Judah Lewis,Emily Alyn Lind,Jenna Ortega,Judah Lewis Emily Alyn Lind Jenna Ortega McG Comedy Horror
154,Unpregnant,Drama Comedy,Rachel Lee Goldenberg,Haley Lu Richardson,Barbie Ferreira,Alex MacNicoll,Haley Lu Richardson Barbie Ferreira Alex MacNicoll Rachel Lee Goldenberg Drama Comedy
155,The Devil All the Time,Crime Drama Thriller,Antonio Campos,Tom Holland,Bill Skarsgård,Riley Keough,Tom Holland Bill Skarsgård Riley Keough Antonio Campos Crime Drama Thriller
156,The Broken Hearts Gallery,Comedy Romance,Natalie Krinsky,Geraldine Viswanathan,Dacre Montgomery,Utkarsh Ambudkar,Geraldine Viswanathan Dacre Montgomery Utkarsh Ambudkar Natalie Krinsky Comedy Romance
157,I Met a Girl,Romance Drama Comedy,Luke Eve,Brenton Thwaites,Lily Sullivan,Joel Jackson,Brenton Thwaites Lily Sullivan Joel Jackson Luke Eve Romance Drama Comedy
158,Rent-A-Pal,Horror Thriller,Jon Stevenson,Wil Wheaton,Brian Landis Folkins,Kathleen Brady,Wil Wheaton Brian Landis Folkins Kathleen Brady Jon Stevenson Horror Thriller
159,Cats & Dogs 3: Paws Unite!,Family Comedy Action,Sean McNamara,Melissa Rauch,Max Greenfield,George Lopez,Melissa Rauch Max Greenfield George Lopez Sean McNamara Family Comedy Action
160,The Secrets We Keep,Thriller History Drama,Yuval Adler,Noomi Rapace,Joel Kinnaman,Chris Messina,Noomi Rapace Joel Kinnaman Chris Messina Yuval Adler Thriller History Drama
161,Antebellum,Horror,"Gerard Bush, Christopher Renz (directors/screenplay); Janelle Monáe, Eric Lange, Jena Malone, Jack Huston, Kiersey Clemons, Gabourey Sidibe",Janelle Monáe,Eric Lange,Jena Malone,"Janelle Monáe Eric Lange Jena Malone Gerard Bush, Christopher Renz (directors/screenplay); Janelle Monáe, Eric Lange, Jena Malone, Jack Huston, Kiersey Clemons, Gabourey Sidibe Horror"
162,The Nest,Drama Romance,Sean Durkin,Jude Law,Carrie Coon,Charlie Shotwell,Jude Law Carrie Coon Charlie Shotwell Sean Durkin Drama Romance
163,Blackbird,Drama,Roger Michell,Susan Sarandon,Kate Winslet,Mia Wasikowska,Susan Sarandon Kate Winslet Mia Wasikowska Roger Michell Drama
164,Lost Girls & Love Hotels,Drama,William Olsson,Alexandra Daddario,Takehiro Hira,Carice van Houten,Alexandra Daddario Takehiro Hira Carice van Houten William Olsson Drama
165,Killian & the Comeback Kids,Drama Music,Taylor A. Purdee,Taylor A. Purdee,John Donchak,Nathan Purdee,Taylor A. Purdee John Donchak Nathan Purdee Taylor A. Purdee Drama Music
166,Enola Holmes,Adventure Mystery Comedy Crime,Harry Bradbeer,Millie Bobby Brown,Henry Cavill,Sam Claflin,Millie Bobby Brown Henry Cavill Sam Claflin Harry Bradbeer Adventure Mystery Comedy Crime
167,The Trial of the Chicago 7,Drama History,Aaron Sorkin,Yahya Abdul-Mateen II,Sacha Baron Cohen,Danny Flaherty,Yahya Abdul-Mateen II Sacha Baron Cohen Danny Flaherty Aaron Sorkin Drama History
168,Ava,Action Crime Drama Adventure Thriller,Tate Taylor,Jessica Chastain,John Malkovich,Common,Jessica Chastain John Malkovich Common Tate Taylor Action Crime Drama Adventure Thriller
169,Kajillionaire,Crime Drama Comedy,Miranda July,Evan Rachel Wood,Richard Jenkins,Debra Winger,Evan Rachel Wood Richard Jenkins Debra Winger Miranda July Crime Drama Comedy
170,The Last Shift,Comedy Drama,Andrew Cohn,Richard Jenkins,Shane Paul McGhie,Da'Vine Joy Randolph,Richard Jenkins Shane Paul McGhie Da'Vine Joy Randolph Andrew Cohn Comedy Drama
171,Secret Society of Second-Born Royals,Action Adventure Comedy Fantasy,Anna Mastro,Peyton Elizabeth Lee,Skylar Astin,Élodie Yung,Peyton Elizabeth Lee Skylar Astin Élodie Yung Anna Mastro Action Adventure Comedy Fantasy
172,She's in Portland,Drama,Marc Carlini,Tommy Dewey,François Arnaud,Minka Kelly,Tommy Dewey François Arnaud Minka Kelly Marc Carlini Drama
173,Sightless,Thriller Horror,Cooper Karl,Madelaine Petsch,Alexander Koch,,
174,The Boys in the Band,Drama,Joe Mantello,Jim Parsons,Zachary Quinto,Matt Bomer,Jim Parsons Zachary Quinto Matt Bomer Joe Mantello Drama
175,The Glorias,Drama,Julie Taymor,Julianne Moore,Alicia Vikander,Timothy Hutton,Julianne Moore Alicia Vikander Timothy Hutton Julie Taymor Drama
176,On the Rocks,Drama Comedy,Sofia Coppola,Rashida Jones,Bill Murray,Marlon Wayans,Rashida Jones Bill Murray Marlon Wayans Sofia Coppola Drama Comedy
177,Spontaneous,Comedy Horror,Brian Duffield,Katherine Langford,Charlie Plummer,Hayley Law,Katherine Langford Charlie Plummer Hayley Law Brian Duffield Comedy Horror
178,Vampires vs. the Bronx,Comedy Horror,Osmany Rodriguez,Jaden Michael,Gerald W. Jones III,Gregory Diaz IV,Jaden Michael Gerald W. Jones III Gregory Diaz IV Osmany Rodriguez Comedy Horror
179,Possessor,Horror Thriller Science Fiction,Brandon Cronenberg,Andrea Riseborough,Christopher Abbott,Rossif Sutherland,Andrea Riseborough Christopher Abbott Rossif Sutherland Brandon Cronenberg Horror Thriller Science Fiction
180,Death of Me,Horror Mystery,Darren Lynn Bousman,Maggie Q,Alex Essoe,Luke Hemsworth,Maggie Q Alex Essoe Luke Hemsworth Darren Lynn Bousman Horror Mystery
181,The Call,Crime Thriller,Timothy Woodward Jr.,Lin Shaye,Tobin Bell,,
182,American Pie Presents: Girls' Rules,Comedy,Mike Elliott,Madison Pettis,Lizze Broadway,Piper Curda,Madison Pettis Lizze Broadway Piper Curda Mike Elliott Comedy
183,The Lie,Drama Mystery Thriller,Veena Sud,Mireille Enos,Peter Sarsgaard,Joey King,Mireille Enos Peter Sarsgaard Joey King Veena Sud Drama Mystery Thriller
184,Black Box,Horror Science Fiction Thriller,Emmanuel Osei-Kuffour Jr.,Mamoudou Athie,Phylicia Rashad,,
185,Hubie Halloween,Comedy Mystery Horror,Steven Brill,Adam Sandler,Kevin James,Julie Bowen,Adam Sandler Kevin James Julie Bowen Steven Brill Comedy Mystery Horror
186,Books of Blood,Horror Science Fiction,Brannon Braga,Britt Robertson,Anna Friel,Rafi Gavron,Britt Robertson Anna Friel Rafi Gavron Brannon Braga Horror Science Fiction
187,Charm City Kings,Drama,Angel Manuel Soto,Jahi Di'Allo Winston,Meek Mill,Will Catlett,Jahi Di'Allo Winston Meek Mill Will Catlett Angel Manuel Soto Drama
188,The War with Grandpa,Comedy Family,Tim Hill,Robert De Niro,Uma Thurman,Rob Riggle,Robert De Niro Uma Thurman Rob Riggle Tim Hill Comedy Family
189,A Rainy Day in New York,Comedy Romance,Woody Allen,Timothée Chalamet,Elle Fanning,Selena Gomez,Timothée Chalamet Elle Fanning Selena Gomez Woody Allen Comedy Romance
190,Yellow Rose,Drama Music,Diane Paragas,Eva Noblezada,Dale Watson,Princess Punzalan,Eva Noblezada Dale Watson Princess Punzalan Diane Paragas Drama Music
191,The 40-Year-Old Version,Comedy Romance,Radha Blank,Radha Blank,Peter Kim,Oswin Benjamin,Radha Blank Peter Kim Oswin Benjamin Radha Blank Comedy Romance
192,Nocturne,Horror Mystery Thriller Music,Zu Quirke,Sydney Sweeney,Madison Iseman,Jacques Colimon,Sydney Sweeney Madison Iseman Jacques Colimon Zu Quirke Horror Mystery Thriller Music
193,Evil Eye,Horror,"Elan Dassani, Rajeev Dassani",Sarita Choudhury,Sunita Mani,Omar Maskati,"Sarita Choudhury Sunita Mani Omar Maskati Elan Dassani, Rajeev Dassani Horror"
194,A Babysitter's Guide to Monster Hunting,Family Fantasy Adventure Comedy,Rachel Talalay,Tamara Smart,Oona Laurence,Tom Felton,Tamara Smart Oona Laurence Tom Felton Rachel Talalay Family Fantasy Adventure Comedy
195,Love and Monsters,Comedy Action Adventure Fantasy,Michael Matthews,Dylan O'Brien,Jessica Henwick,Dan Ewing,Dylan O'Brien Jessica Henwick Dan Ewing Michael Matthews Comedy Action Adventure Fantasy
196,Honest Thief,Thriller Action Crime Drama,Mark Williams,Liam Neeson,Kate Walsh,Robert Patrick,Liam Neeson Kate Walsh Robert Patrick Mark Williams Thriller Action Crime Drama
197,Clouds,Music Drama Romance,Justin Baldoni,Fin Argus,Sabrina Carpenter,Madison Iseman,Fin Argus Sabrina Carpenter Madison Iseman Justin Baldoni Music Drama Romance
198,The Devil Has a Name,Drama Comedy Thriller,Edward James Olmos,David Strathairn,Kate Bosworth,Pablo Schreiber,David Strathairn Kate Bosworth Pablo Schreiber Edward James Olmos Drama Comedy Thriller
199,The Kid Detective,Comedy Drama Mystery,Evan Morgan,Adam Brody,Sophie Nélisse,Tzi Ma,Adam Brody Sophie Nélisse Tzi Ma Evan Morgan Comedy Drama Mystery
200,Alone,Thriller Horror,Johnny Martin,Tyler Posey,Summer Spiro,Robert Ri'chard,Tyler Posey Summer Spiro Robert Ri'chard Johnny Martin Thriller Horror
201,2 Hearts,Romance Drama,Lance Hool,Jacob Elordi,Adan Canto,Tiera Skovbye,Jacob Elordi Adan Canto Tiera Skovbye Lance Hool Romance Drama
202,The Opening Act,Comedy,Steve Byrne,Jimmy O. Yang,Alex Moffat,Cedric the Entertainer,Jimmy O. Yang Alex Moffat Cedric the Entertainer Steve Byrne Comedy
203,Tremors: Shrieker Island,Action Horror,Don Michael Paul,Michael Gross,Jon Heder,,
204,The Witches,Adventure Fantasy Horror Comedy Family Mystery,Robert Zemeckis,Anne Hathaway,Octavia Spencer,Stanley Tucci,Anne Hathaway Octavia Spencer Stanley Tucci Robert Zemeckis Adventure Fantasy Horror Comedy Family Mystery
205,Over the Moon,Animation Adventure Family Fantasy,Glen Keane,Cathy Ang,Phillipa Soo,Ken Jeong,Cathy Ang Phillipa Soo Ken Jeong Glen Keane Animation Adventure Family Fantasy
206,Borat Subsequent Moviefilm,Comedy,Jason Woliner,Sacha Baron Cohen,Maria Bakalova,,
207,After We Collided,Romance Drama,Roger Kumble,Josephine Langford,Hero Fiennes Tiffin,Dylan Sprouse,Josephine Langford Hero Fiennes Tiffin Dylan Sprouse Roger Kumble Romance Drama
208,The Empty Man,Horror Mystery Thriller,David Prior,James Badge Dale,Marin Ireland,Stephen Root,James Badge Dale Marin Ireland Stephen Root David Prior Horror Mystery Thriller
209,Synchronic,Science Fiction Drama Thriller Horror,"Justin Benson, Aaron Moorhead",Anthony Mackie,Jamie Dornan,,
210,Bad Hair,Horror Comedy,Justin Simien,Elle Lorraine,Vanessa Williams,Jay Pharoah,Elle Lorraine Vanessa Williams Jay Pharoah Justin Simien Horror Comedy
211,Friendsgiving,Comedy,Nicol Paone,Malin Åkerman,Kat Dennings,Aisha Tyler,Malin Åkerman Kat Dennings Aisha Tyler Nicol Paone Comedy
212,The Craft: Legacy,Horror Drama Fantasy,Zoe Lister-Jones,Cailee Spaeny,Gideon Adlon,Lovie Simone,Cailee Spaeny Gideon Adlon Lovie Simone Zoe Lister-Jones Horror Drama Fantasy
213,Holidate,Comedy Romance,John Whitesell,Emma Roberts,Luke Bracey,Kristin Chenoweth,Emma Roberts Luke Bracey Kristin Chenoweth John Whitesell Comedy Romance
214,Come Play,Horror Mystery Thriller,Jacob Chase,Gillian Jacobs,John Gallagher Jr.,Azhy Robertson,Gillian Jacobs John Gallagher Jr. Azhy Robertson Jacob Chase Horror Mystery Thriller
215,His House,Horror Thriller,Remi Weekes,Wunmi Mosaku. Sope Dirisu,Matt Smith,,
216,Spell,Thriller Horror Fantasy,Mark Tonderai,Omari Hardwick,Loretta Devine,,
217,Jungleland,Drama,Max Winkler,Charlie Hunnam,Jack O'Connell,Jessica Barden,Charlie Hunnam Jack O'Connell Jessica Barden Max Winkler Drama
218,Let Him Go,Drama Thriller Crime Western,Thomas Bezucha,Diane Lane,Kevin Costner,Lesley Manville,Diane Lane Kevin Costner Lesley Manville Thomas Bezucha Drama Thriller Crime Western
219,The Informer,Drama Crime Thriller,Andrea Di Stefano,Joel Kinnaman,Rosamund Pike,Common,Joel Kinnaman Rosamund Pike Common Andrea Di Stefano Drama Crime Thriller
220,The Dark and the Wicked,Horror Drama Mystery,Bryan Bertino,Marin Ireland,Michael Abbott Jr.,Xander Berkeley,Marin Ireland Michael Abbott Jr. Xander Berkeley Bryan Bertino Horror Drama Mystery
221,Hillbilly Elegy,Drama,Ron Howard,Amy Adams,Glenn Close,Gabriel Basso,Amy Adams Glenn Close Gabriel Basso Ron Howard Drama
222,Mank,Drama History,David Fincher,Gary Oldman,Amanda Seyfried,Lily Collins,Gary Oldman Amanda Seyfried Lily Collins David Fincher Drama History
223,Freaky,Comedy Fantasy Horror Thriller,Christopher Landon,Vince Vaughn,Kathryn Newton,Katie Finneran,Vince Vaughn Kathryn Newton Katie Finneran Christopher Landon Comedy Fantasy Horror Thriller
224,Jingle Jangle: A Christmas Journey,Family Fantasy Music,David E. Talbert,Forest Whitaker,Keegan-Michael Key,Hugh Bonneville,Forest Whitaker Keegan-Michael Key Hugh Bonneville David E. Talbert Family Fantasy Music
225,Dreamland,Drama Thriller,Miles Joris-Peyrafitte,Finn Cole,Margot Robbie,Travis Fimmel,Finn Cole Margot Robbie Travis Fimmel Miles Joris-Peyrafitte Drama Thriller
226,Fatman,Action Comedy Fantasy,"Eshom Nelms, Ian Nelms (directors/screenplay); Mel Gibson, Walton Goggins, Marianne Jean-Baptiste",Mel Gibson,Walton Goggins,Marianne Jean-Baptiste,"Mel Gibson Walton Goggins Marianne Jean-Baptiste Eshom Nelms, Ian Nelms (directors/screenplay); Mel Gibson, Walton Goggins, Marianne Jean-Baptiste Action Comedy Fantasy"
227,The Life Ahead,Drama,Edoardo Ponti,Sophia Loren,Ibrahima Gueye,Abril Zamora,Sophia Loren Ibrahima Gueye Abril Zamora Edoardo Ponti Drama
228,The Climb,Comedy,Michael Angelo Covino,Kyle Marvin,Michael Angelo Covino,Gayle Rankin,Kyle Marvin Michael Angelo Covino Gayle Rankin Michael Angelo Covino Comedy
229,Chick Fight,Action Comedy,Paul Leyden,Malin Åkerman,Bella Thorne,Fortune Feimster,Malin Åkerman Bella Thorne Fortune Feimster Paul Leyden Action Comedy
230,The Princess Switch: Switched Again,Family Romance Comedy,Michael Rohl,Vanessa Hudgens,Sam Palladio,Nick Sagar,Vanessa Hudgens Sam Palladio Nick Sagar Michael Rohl Family Romance Comedy
231,Run,Thriller Horror Drama,Aneesh Chaganty,Sarah Paulson,Kiera Allen,Pat Healy,Sarah Paulson Kiera Allen Pat Healy Aneesh Chaganty Thriller Horror Drama
232,Sound of Metal,Drama,Darius Marder,Riz Ahmed,Olivia Cooke,Paul Raci,Riz Ahmed Olivia Cooke Paul Raci Darius Marder Drama
233,The Last Vermeer,Drama,Dan Friedkin,Guy Pearce,Claes Bang,Vicky Krieps,Guy Pearce Claes Bang Vicky Krieps Dan Friedkin Drama
234,Jiu Jitsu,Action Science Fiction Fantasy,Dimitri Logothetis,Alain Moussi,Frank Grillo,JuJu Chan,Alain Moussi Frank Grillo JuJu Chan Dimitri Logothetis Action Science Fiction Fantasy
235,Buddy Games,Comedy,Josh Duhamel,Josh Duhamel,Dax Shepard,Olivia Munn,Josh Duhamel Dax Shepard Olivia Munn Josh Duhamel Comedy
236,The Croods: A New Age,Animation Family Adventure Fantasy Comedy,Joel Crawford,Nicolas Cage,Emma Stone,Ryan Reynolds,Nicolas Cage Emma Stone Ryan Reynolds Joel Crawford Animation Family Adventure Fantasy Comedy
237,Happiest Season,Romance Comedy,Clea DuVall,Kristen Stewart,Mackenzie Davis,Alison Brie,Kristen Stewart Mackenzie Davis Alison Brie Clea DuVall Romance Comedy
238,Ma Rainey's Black Bottom,Drama Music,George C. Wolfe,Viola Davis,Chadwick Boseman,Glynn Turman,Viola Davis Chadwick Boseman Glynn Turman George C. Wolfe Drama Music
239,The Christmas Chronicles 2,Family Fantasy Adventure Comedy,Chris Columbus,Kurt Russell,Goldie Hawn,Darby Camp,Kurt Russell Goldie Hawn Darby Camp Chris Columbus Family Fantasy Adventure Comedy
240,Uncle Frank,Drama,Alan Ball,Paul Bettany,Sophia Lillis,Peter Macdissi,Paul Bettany Sophia Lillis Peter Macdissi Alan Ball Drama
241,Folklore: The Long Pond Studio Sessions,Music Documentary,Taylor Swift,Taylor Swift,Jack Antonoff,Aaron Dessner,Taylor Swift Jack Antonoff Aaron Dessner Taylor Swift Music Documentary
242,Superintelligence,Comedy Science Fiction Romance,Ben Falcone,Melissa McCarthy,Bobby Cannavale,Brian Tyree Henry,Melissa McCarthy Bobby Cannavale Brian Tyree Henry Ben Falcone Comedy Science Fiction Romance
243,Life in a Year,Drama Romance,Mitja Okorn,Jaden Smith,Cara Delevingne,Cuba Gooding Jr.,Jaden Smith Cara Delevingne Cuba Gooding Jr. Mitja Okorn Drama Romance
244,Black Beauty,Drama,Ashley Avis,Mackenzie Foy,Kate Winslet,Claire Forlani,Mackenzie Foy Kate Winslet Claire Forlani Ashley Avis Drama
245,The Prom,Romance Comedy,Ryan Murphy,Meryl Streep,James Corden,Jo Ellen Pellman,Meryl Streep James Corden Jo Ellen Pellman Ryan Murphy Romance Comedy
246,All My Life,Romance Drama,Marc Meyers,Jessica Rothe,Harry Shum Jr.,Kyle Allen,Jessica Rothe Harry Shum Jr. Kyle Allen Marc Meyers Romance Drama
247,Godmothered,Family Fantasy Comedy,Sharon Maguire,Isla Fisher,Jillian Bell,Santiago Cabrera,Isla Fisher Jillian Bell Santiago Cabrera Sharon Maguire Family Fantasy Comedy
248,Half Brothers,Comedy Drama,Luke Greenfield,Luis Gerardo Méndez,Connor Del Rio,,
249,Wander,Thriller Crime Mystery,April Mullen,Aaron Eckhart,Katheryn Winnick,Heather Graham,Aaron Eckhart Katheryn Winnick Heather Graham April Mullen Thriller Crime Mystery
250,Black Bear,Drama Comedy Thriller,Lawrence Michael Levine,Aubrey Plaza,Christopher Abbott,Sarah Gadon,Aubrey Plaza Christopher Abbott Sarah Gadon Lawrence Michael Levine Drama Comedy Thriller
251,Let Them All Talk,Comedy Drama,Steven Soderbergh,Meryl Streep,Candice Bergen,Gemma Chan,Meryl Streep Candice Bergen Gemma Chan Steven Soderbergh Comedy Drama
252,The Midnight Sky,Science Fiction Drama,George Clooney,George Clooney,Felicity Jones,David Oyelowo,George Clooney Felicity Jones David Oyelowo George Clooney Science Fiction Drama
253,Songbird,Thriller Romance Drama Mystery,Adam Mason,KJ Apa,Sofia Carson,Craig Robinson,KJ Apa Sofia Carson Craig Robinson Adam Mason Thriller Romance Drama Mystery
254,Wild Mountain Thyme,Romance Drama,John Patrick Shanley,Emily Blunt,Jamie Dornan,Jon Hamm,Emily Blunt Jamie Dornan Jon Hamm John Patrick Shanley Romance Drama
255,Safety,Family Drama History,Reginald Hudlin,Jay Reeves,Thaddeus J. Mixson,Corinne Foxx,Jay Reeves Thaddeus J. Mixson Corinne Foxx Reginald Hudlin Family Drama History
256,Wander Darkly,Romance Drama,Tara Miele,Sienna Miller,Diego Luna,Beth Grant,Sienna Miller Diego Luna Beth Grant Tara Miele Romance Drama
257,I'm Your Woman,Crime Drama,Julia Hart,Rachel Brosnahan,Arinzé Kene,Marsha Stephanie Blake,Rachel Brosnahan Arinzé Kene Marsha Stephanie Blake Julia Hart Crime Drama
258,The Stand In,Comedy,Jamie Babbit,Drew Barrymore,Michael Zegen,T.J. Miller,Drew Barrymore Michael Zegen T.J. Miller Jamie Babbit Comedy
259,Archenemy,Action Thriller Crime Science Fiction,Adam Egypt Mortimer,Joe Manganiello,Skylan Brooks,Zolee Griggs,Joe Manganiello Skylan Brooks Zolee Griggs Adam Egypt Mortimer Action Thriller Crime Science Fiction
260,Farewell Amor,Romance Drama,Ekwa Msangi,Ntare Mwine,Zainab Jah,Jayme Lawson,Ntare Mwine Zainab Jah Jayme Lawson Ekwa Msangi Romance Drama
261,Monster Hunter,Action Fantasy Adventure,Paul W. S. Anderson,Milla Jovovich,Tony Jaa,"Tip ""T.I."" Harris","Milla Jovovich Tony Jaa Tip ""T.I."" Harris Paul W. S. Anderson Action Fantasy Adventure"
262,Greenland,Action Thriller Drama,Ric Roman Waugh,Gerard Butler,Morena Baccarin,David Denman,Gerard Butler Morena Baccarin David Denman Ric Roman Waugh Action Thriller Drama
263,Fatale,Drama Thriller,Deon Taylor,Hilary Swank,Michael Ealy,Mike Colter,Hilary Swank Michael Ealy Mike Colter Deon Taylor Drama Thriller
264,Skylines,Science Fiction Action,Liam O'Donnell,Lindsey Morgan,Jonathan Howard,Daniel Bernhardt,Lindsey Morgan Jonathan Howard Daniel Bernhardt Liam O'Donnell Science Fiction Action
265,Hunter Hunter,Adventure Animation Action Fantasy,Shawn Linden,Devon Sawa,Camille Sullivan,Nick Stahl,Devon Sawa Camille Sullivan Nick Stahl Shawn Linden Adventure Animation Action Fantasy
266,Breach,Science Fiction Action Horror,John Suits,Cody Kearsley,Bruce Willis,Thomas Jane,Cody Kearsley Bruce Willis Thomas Jane John Suits Science Fiction Action Horror
267,"Ariana Grande: Excuse Me, I Love You",Music Documentary,Paul Dugdale,Paul Dugdale (director); Ariana Grande,,,
268,Sylvie's Love,Romance Drama,Eugene Ashe,Tessa Thompson,Nnamdi Asomugha,Ryan Michelle Bathe,Tessa Thompson Nnamdi Asomugha Ryan Michelle Bathe Eugene Ashe Romance Drama
269,Wonder Woman 1984,Action Adventure Fantasy,Patty Jenkins,Gal Gadot,Chris Pine,Kristen Wiig,Gal Gadot Chris Pine Kristen Wiig Patty Jenkins Action Adventure Fantasy
270,Soul,Animation Family Comedy Fantasy Drama,Pete Docter,Jamie Foxx,Tina Fey,Graham Norton,Jamie Foxx Tina Fey Graham Norton Pete Docter Animation Family Comedy Fantasy Drama
271,We Can Be Heroes,Action Fantasy Family Comedy,Robert Rodriguez,Priyanka Chopra Jonas,Pedro Pascal,YaYa Gosselin,Priyanka Chopra Jonas Pedro Pascal YaYa Gosselin Robert Rodriguez Action Fantasy Family Comedy
272,News of the World,Drama Western Adventure Action,Paul Greengrass,Tom Hanks,Helena Zengel,,
273,One Night in Miami...,Drama,Regina King,Kingsley Ben-Adir,Eli Goree,Aldis Hodge,Kingsley Ben-Adir Eli Goree Aldis Hodge Regina King Drama
274,Promising Young Woman,Thriller Crime Drama,Emerald Fennell,Carey Mulligan,Bo Burnham,Alison Brie,Carey Mulligan Bo Burnham Alison Brie Emerald Fennell Thriller Crime Drama
275,Pieces of a Woman,Drama,Kornél Mundruczó,Vanessa Kirby,Shia LaBeouf,Molly Parker,Vanessa Kirby Shia LaBeouf Molly Parker Kornél Mundruczó Drama
