,Title,genres,director_name,actor_name1,actor_name2,actor_name3,genres_director_actor
283,gladiator,Action Drama Romance,Ridley Scott,Djimon Hounsou,Connie Nielsen,Oliver Reed,Djimon Hounsou Connie Nielsen Oliver Reed Ridley Scott Action Drama Romance
284,minority report,Action Mystery Sci-Fi Thriller,Steven Spielberg,Tom Cruise,Frank Grillo,Jessica Capshaw,Tom Cruise Frank Grillo Jessica Capshaw Steven Spielberg Action Mystery Sci-Fi Thriller
285,harry potter and the chamber of secrets,Adventure Family Fantasy Mystery,Chris Columbus,Daniel Radcliffe,Rupert Grint,Emma Watson,Daniel Radcliffe Rupert Grint Emma Watson Chris Columbus Adventure Family Fantasy Mystery
286,casino royale,Action Adventure Thriller,Martin Campbell,Eva Green,Tobias Menzies,Ivana Milicevic,Eva Green Tobias Menzies Ivana Milicevic Martin Campbell Action Adventure Thriller
287,planet of the apes,Action Adventure Sci-Fi Thriller,Tim Burton,Cary-Hiroyuki Tagawa,Estella Warren,Erick Avari,Cary-Hiroyuki Tagawa Estella Warren Erick Avari Tim Burton Action Adventure Sci-Fi Thriller
288,terminator 2 judgment day,Action Sci-Fi,James Cameron,Joe Morton,Jenette Goldstein,S. Epatha Merkerson,Joe Morton Jenette Goldstein S. Epatha Merkerson James Cameron Action Sci-Fi
289,public enemies,Biography Crime Drama History Romance,Michael Mann,Johnny Depp,Christian Bale,Stephen Graham,Johnny Depp Christian Bale Stephen Graham Michael Mann Biography Crime Drama History Romance
290,american gangster,Biography Crime Drama,Ridley Scott,Denzel Washington,Ruby Dee,RZA,Denzel Washington Ruby Dee RZA Ridley Scott Biography Crime Drama
291,true lies,Action Comedy Thriller,James Cameron,Jamie Lee Curtis,Tia Carrere,Tom Arnold,Jamie Lee Curtis Tia Carrere Tom Arnold James Cameron Action Comedy Thriller
292,the taking of pelham 1 2 3,Action Crime Thriller,Tony Scott,Denzel Washington,Ramon Rodriguez,Michael Rispoli,Denzel Washington Ramon Rodriguez Michael Rispoli Tony Scott Action Crime Thriller
293,little fockers,Comedy Romance,Paul Weitz,Robert De Niro,Blythe Danner,Teri Polo,Robert De Niro Blythe Danner Teri Polo Paul Weitz Comedy Romance
294,the other guys,Action Comedy Crime,Adam McKay,Dwayne Johnson,Will Ferrell,Derek Jeter,Dwayne Johnson Will Ferrell Derek Jeter Adam McKay Action Comedy Crime
295,eraser,Action Drama Mystery Thriller,Chuck Russell,Vanessa Williams,James Coburn,Roma Maffia,Vanessa Williams James Coburn Roma Maffia Chuck Russell Action Drama Mystery Thriller
296,django unchained,Drama Western,Quentin Tarantino,Leonardo DiCaprio,Christoph Waltz,Ato Essandoh,Leonardo DiCaprio Christoph Waltz Ato Essandoh Quentin Tarantino Drama Western
297,the hunchback of notre dame,Animation Drama Family Musical Romance,Gary Trousdale,Demi Moore,Jason Alexander,Bill Fagerbakke,Demi Moore Jason Alexander Bill Fagerbakke Gary Trousdale Animation Drama Family Musical Romance
298,the emperor's new groove,Adventure Animation Comedy Family Fantasy,Mark Dindal,Eartha Kitt,Wendie Malick,John Fiedler,Eartha Kitt Wendie Malick John Fiedler Mark Dindal Adventure Animation Comedy Family Fantasy
299,the expendables 2,Action Adventure Thriller,Simon West,Jason Statham,Sylvester Stallone,Bruce Willis,Jason Statham Sylvester Stallone Bruce Willis Simon West Action Adventure Thriller
300,national treasure,Action Adventure Comedy Family Mystery,Jon Turteltaub,Nicolas Cage,Armando Riesco,Annie Parisse,Nicolas Cage Armando Riesco Annie Parisse Jon Turteltaub Action Adventure Comedy Family Mystery
301,eragon,Action Adventure Family Fantasy,Stefen Fangmeier,Djimon Hounsou,Ed Speleers,Gary Lewis,Djimon Hounsou Ed Speleers Gary Lewis Stefen Fangmeier Action Adventure Family Fantasy
302,where the wild things are,Adventure Drama Family Fantasy,Spike Jonze,Catherine O'Hara,Ryan Corr,Max Records,Catherine O'Hara Ryan Corr Max Records Spike Jonze Adventure Drama Family Fantasy
304,epic,Adventure Animation Family Fantasy,Chris Wedge,Josh Hutcherson,Emma Kenney,Troy Evans,Josh Hutcherson Emma Kenney Troy Evans Chris Wedge Adventure Animation Family Fantasy
305,the tourist,Action Romance Thriller,Florian Henckel von Donnersmarck,Johnny Depp,Angelina Jolie Pitt,Rufus Sewell,Johnny Depp Angelina Jolie Pitt Rufus Sewell Florian Henckel von Donnersmarck Action Romance Thriller
306,end of days,Action Fantasy Horror Mystery,Peter Hyams,CCH Pounder,Mark Margolis,Udo Kier,CCH Pounder Mark Margolis Udo Kier Peter Hyams Action Fantasy Horror Mystery
307,blood diamond,Adventure Drama Thriller,Edward Zwick,Leonardo DiCaprio,Djimon Hounsou,Stephen Collins,Leonardo DiCaprio Djimon Hounsou Stephen Collins Edward Zwick Adventure Drama Thriller
308,the wolf of wall street,Biography Comedy Crime Drama,Martin Scorsese,Leonardo DiCaprio,Matthew McConaughey,Jon Favreau,Leonardo DiCaprio Matthew McConaughey Jon Favreau Martin Scorsese Biography Comedy Crime Drama
309,batman forever,Action Adventure Fantasy,Joel Schumacher,Michael Gough,Rene Auberjonois,Debi Mazar,Michael Gough Rene Auberjonois Debi Mazar Joel Schumacher Action Adventure Fantasy
310,starship troopers,Action Sci-Fi War,Paul Verhoeven,Jake Busey,Patrick Muldoon,Seth Gilliam,Jake Busey Patrick Muldoon Seth Gilliam Paul Verhoeven Action Sci-Fi War
311,cloud atlas,Drama Sci-Fi,Tom Tykwer,Tom Hanks,Jim Sturgess,Jim Broadbent,Tom Hanks Jim Sturgess Jim Broadbent Tom Tykwer Drama Sci-Fi
312,legend of the guardians the owls of ga'hoole,Action Adventure Animation Family Fantasy,Zack Snyder,Abbie Cornish,Richard Roxburgh,Anthony LaPaglia,Abbie Cornish Richard Roxburgh Anthony LaPaglia Zack Snyder Action Adventure Animation Family Fantasy
313,catwoman,Action Crime Fantasy Romance Thriller,Pitof,Frances Conroy,Christopher Heyerdahl,Alex Borstein,Frances Conroy Christopher Heyerdahl Alex Borstein Pitof Action Crime Fantasy Romance Thriller
314,hercules,Action Adventure,Brett Ratner,Dwayne Johnson,Rufus Sewell,Ingrid Bolsø Berdal,Dwayne Johnson Rufus Sewell Ingrid Bolsø Berdal Brett Ratner Action Adventure
315,treasure planet,Adventure Animation Family Sci-Fi,Ron Clements,Joseph Gordon-Levitt,Martin Short,Michael Wincott,Joseph Gordon-Levitt Martin Short Michael Wincott Ron Clements Adventure Animation Family Sci-Fi
316,land of the lost,Adventure Comedy Sci-Fi,Brad Silberling,Will Ferrell,Anna Friel,Bobb'e J. Thompson,Will Ferrell Anna Friel Bobb'e J. Thompson Brad Silberling Adventure Comedy Sci-Fi
317,the expendables 3,Action Adventure Thriller,Patrick Hughes,Jason Statham,Sylvester Stallone,Harrison Ford,Jason Statham Sylvester Stallone Harrison Ford Patrick Hughes Action Adventure Thriller
318,point break,Action Crime Sport Thriller,Ericson Core,Ray Winstone,Edgar Ramírez,Delroy Lindo,Ray Winstone Edgar Ramírez Delroy Lindo Ericson Core Action Crime Sport Thriller
319,son of the mask,Comedy Family Fantasy,Lawrence Guterman,Jamie Kennedy,Traylor Howard,Ben Stein,Jamie Kennedy Traylor Howard Ben Stein Lawrence Guterman Comedy Family Fantasy
320,in the heart of the sea,Action Adventure Biography Drama History Thriller,Ron Howard,Chris Hemsworth,Benjamin Walker,Frank Dillane,Chris Hemsworth Benjamin Walker Frank Dillane Ron Howard Action Adventure Biography Drama History Thriller
321,the adventures of pluto nash,Action Comedy Sci-Fi,Ron Underwood,Rosario Dawson,Randy Quaid,Burt Young,Rosario Dawson Randy Quaid Burt Young Ron Underwood Action Comedy Sci-Fi
322,green zone,Action Drama Thriller War,Paul Greengrass,Matt Damon,Sean Huze,Igal Naor,Matt Damon Sean Huze Igal Naor Paul Greengrass Action Drama Thriller War
323,the peanuts movie,Adventure Animation Comedy Family,Steve Martino,Francesca Capaldi,Venus Schultheis,Bill Melendez,Francesca Capaldi Venus Schultheis Bill Melendez Steve Martino Adventure Animation Comedy Family
324,the spanish prisoner,Drama Mystery Thriller,David Mamet,Ben Gazzara,Felicity Huffman,Campbell Scott,Ben Gazzara Felicity Huffman Campbell Scott David Mamet Drama Mystery Thriller
325,the mummy returns,Action Adventure Fantasy Thriller,Stephen Sommers,Dwayne Johnson,Brendan Fraser,Patricia Velasquez,Dwayne Johnson Brendan Fraser Patricia Velasquez Stephen Sommers Action Adventure Fantasy Thriller
326,gangs of new york,Crime Drama,Martin Scorsese,Leonardo DiCaprio,Liam Neeson,Jim Broadbent,Leonardo DiCaprio Liam Neeson Jim Broadbent Martin Scorsese Crime Drama
327,the flowers of war,Drama History Romance War,Yimou Zhang,Christian Bale,Ni Ni,Shigeo Kobayashi,Christian Bale Ni Ni Shigeo Kobayashi Yimou Zhang Drama History Romance War
328,surf's up,Animation Comedy Family Sport,Ash Brannon,Jeff Bridges,Zooey Deschanel,Jon Heder,Jeff Bridges Zooey Deschanel Jon Heder Ash Brannon Animation Comedy Family Sport
329,the stepford wives,Comedy Sci-Fi Thriller,Frank Oz,Jon Lovitz,Matthew Broderick,Roger Bart,Jon Lovitz Matthew Broderick Roger Bart Frank Oz Comedy Sci-Fi Thriller
330,black hawk down,Drama History War,Ridley Scott,Ioan Gruffudd,Sam Shepard,Ewen Bremner,Ioan Gruffudd Sam Shepard Ewen Bremner Ridley Scott Drama History War
331,the campaign,Comedy,Jay Roach,Will Ferrell,Thomas Middleditch,Katherine LaNasa,Will Ferrell Thomas Middleditch Katherine LaNasa Jay Roach Comedy
332,the fifth element,Action Adventure Sci-Fi,Luc Besson,Milla Jovovich,Bruce Willis,Gary Oldman,Milla Jovovich Bruce Willis Gary Oldman Luc Besson Action Adventure Sci-Fi
333,sex and the city 2,Comedy Drama Romance,Michael Patrick King,Chris Noth,Liza Minnelli,Kristin Davis,Chris Noth Liza Minnelli Kristin Davis Michael Patrick King Comedy Drama Romance
334,the road to el dorado,Adventure Animation Comedy Family Romance,Bibo Bergeron,Frank Welker,Rosie Perez,Elton John,Frank Welker Rosie Perez Elton John Bibo Bergeron Adventure Animation Comedy Family Romance
335,ice age continental drift,Adventure Animation Comedy Family,Steve Martino,Peter Dinklage,Josh Gad,Drake,Peter Dinklage Josh Gad Drake Steve Martino Adventure Animation Comedy Family
336,cinderella,Drama Family Fantasy Romance,Kenneth Branagh,Hayley Atwell,Derek Jacobi,Lily James,Hayley Atwell Derek Jacobi Lily James Kenneth Branagh Drama Family Fantasy Romance
337,the lovely bones,Drama Fantasy Thriller,Peter Jackson,Michael Imperioli,AJ Michalka,Tom McCarthy,Michael Imperioli AJ Michalka Tom McCarthy Peter Jackson Drama Fantasy Thriller
338,finding nemo,Adventure Animation Comedy Family,Andrew Stanton,Alexander Gould,Stephen Root,Brad Garrett,Alexander Gould Stephen Root Brad Garrett Andrew Stanton Adventure Animation Comedy Family
339,the lord of the rings the return of the king,Action Adventure Drama Fantasy,Peter Jackson,Orlando Bloom,Billy Boyd,Bernard Hill,Orlando Bloom Billy Boyd Bernard Hill Peter Jackson Action Adventure Drama Fantasy
340,the lord of the rings the two towers,Action Adventure Drama Fantasy,Peter Jackson,Christopher Lee,Orlando Bloom,Billy Boyd,Christopher Lee Orlando Bloom Billy Boyd Peter Jackson Action Adventure Drama Fantasy
341,seventh son,Action Adventure Fantasy,Sergey Bodrov,Jeff Bridges,Djimon Hounsou,Olivia Williams,Jeff Bridges Djimon Hounsou Olivia Williams Sergey Bodrov Action Adventure Fantasy
342,lara croft tomb raider,Action Adventure Fantasy Thriller,Simon West,Angelina Jolie Pitt,Noah Taylor,Chris Barrie,Angelina Jolie Pitt Noah Taylor Chris Barrie Simon West Action Adventure Fantasy Thriller
343,transcendence,Drama Mystery Romance Sci-Fi Thriller,Wally Pfister,Johnny Depp,Morgan Freeman,Clifton Collins Jr.,Johnny Depp Morgan Freeman Clifton Collins Jr. Wally Pfister Drama Mystery Romance Sci-Fi Thriller
344,jurassic park 3,Action Adventure Sci-Fi Thriller,Joe Johnston,Michael Jeter,Trevor Morgan,Alessandro Nivola,Michael Jeter Trevor Morgan Alessandro Nivola Joe Johnston Action Adventure Sci-Fi Thriller
345,rise of the planet of the apes,Action Drama Sci-Fi Thriller,Rupert Wyatt,James Franco,David Oyelowo,Tyler Labine,James Franco David Oyelowo Tyler Labine Rupert Wyatt Action Drama Sci-Fi Thriller
346,the spiderwick chronicles,Adventure Family Fantasy,Mark Waters,Martin Short,Tod Fennell,Joan Plowright,Martin Short Tod Fennell Joan Plowright Mark Waters Adventure Family Fantasy
347,a good day to die hard,Action Thriller,John Moore,Bruce Willis,Cole Hauser,Megalyn Echikunwoke,Bruce Willis Cole Hauser Megalyn Echikunwoke John Moore Action Thriller
348,the alamo,Drama History War Western,John Lee Hancock,Dennis Quaid,Marc Blucas,Jordi Mollà,Dennis Quaid Marc Blucas Jordi Mollà John Lee Hancock Drama History War Western
349,the incredibles,Action Adventure Animation Family,Brad Bird,Holly Hunter,Craig T. Nelson,Lou Romano,Holly Hunter Craig T. Nelson Lou Romano Brad Bird Action Adventure Animation Family
350,cutthroat island,Action Adventure Comedy,Renny Harlin,Christopher Masterson,Frank Langella,Matthew Modine,Christopher Masterson Frank Langella Matthew Modine Renny Harlin Action Adventure Comedy
351,percy jackson & the olympians the lightning thief,Adventure Family Fantasy,Chris Columbus,Logan Lerman,Rosario Dawson,Steve Coogan,Logan Lerman Rosario Dawson Steve Coogan Chris Columbus Adventure Family Fantasy
352,men in black,Adventure Comedy Family Mystery Sci-Fi,Barry Sonnenfeld,Will Smith,Rip Torn,Linda Fiorentino,Will Smith Rip Torn Linda Fiorentino Barry Sonnenfeld Adventure Comedy Family Mystery Sci-Fi
353,toy story 2,Adventure Animation Comedy Family Fantasy,John Lasseter,Tom Hanks,John Ratzenberger,Wayne Knight,Tom Hanks John Ratzenberger Wayne Knight John Lasseter Adventure Animation Comedy Family Fantasy
354,unstoppable,Action Thriller,Tony Scott,Denzel Washington,Rosario Dawson,Ethan Suplee,Denzel Washington Rosario Dawson Ethan Suplee Tony Scott Action Thriller
355,rush hour 2,Action Comedy Crime Thriller,Brett Ratner,Mei Melançon,John Lone,Harris Yulin,Mei Melançon John Lone Harris Yulin Brett Ratner Action Comedy Crime Thriller
356,what lies beneath,Drama Fantasy Horror Mystery Thriller,Robert Zemeckis,Harrison Ford,Amber Valletta,Miranda Otto,Harrison Ford Amber Valletta Miranda Otto Robert Zemeckis Drama Fantasy Horror Mystery Thriller
357,cloudy with a chance of meatballs,Animation Comedy Family Sci-Fi,Phil Lord,Will Forte,Bobb'e J. Thompson,Al Roker,Will Forte Bobb'e J. Thompson Al Roker Phil Lord Animation Comedy Family Sci-Fi
358,ice age dawn of the dinosaurs,Action Adventure Animation Comedy Family,Carlos Saldanha,Denis Leary,Maile Flanagan,Kelly Keaton,Denis Leary Maile Flanagan Kelly Keaton Carlos Saldanha Action Adventure Animation Comedy Family
359,the secret life of walter mitty,Adventure Comedy Drama Fantasy Romance,Ben Stiller,Adam Scott,Adrian Martinez,Joey Slotnick,Adam Scott Adrian Martinez Joey Slotnick Ben Stiller Adventure Comedy Drama Fantasy Romance
360,charlie's angels,Action Adventure Comedy Crime Thriller,McG,Bill Murray,LL Cool J,Kelly Lynch,Bill Murray LL Cool J Kelly Lynch McG Action Adventure Comedy Crime Thriller
361,the deed,Crime Drama Thriller,Martin Scorsese,Leonardo DiCaprio,Matt Damon,Ray Winstone,Leonardo DiCaprio Matt Damon Ray Winstone Martin Scorsese Crime Drama Thriller
362,mulan,Adventure Animation Family Fantasy Musical War,Tony Bancroft,Ming-Na Wen,Harvey Fierstein,June Foray,Ming-Na Wen Harvey Fierstein June Foray Tony Bancroft Adventure Animation Family Fantasy Musical War
363,tropic thunder,Action Comedy,Ben Stiller,Robert Downey Jr.,Steve Coogan,Brandon T. Jackson,Robert Downey Jr. Steve Coogan Brandon T. Jackson Ben Stiller Action Comedy
364,the girl with the dragon tattoo,Crime Drama Mystery Thriller,David Fincher,Robin Wright,Goran Visnjic,Joely Richardson,Robin Wright Goran Visnjic Joely Richardson David Fincher Crime Drama Mystery Thriller
365,die hard with a vengeance,Action Adventure Thriller,John McTiernan,Bruce Willis,Aldis Hodge,Kevin Chamberlin,Bruce Willis Aldis Hodge Kevin Chamberlin John McTiernan Action Adventure Thriller
366,sherlock holmes,Action Adventure Crime Mystery Thriller,Guy Ritchie,Robert Downey Jr.,Eddie Marsan,Robert Maillet,Robert Downey Jr. Eddie Marsan Robert Maillet Guy Ritchie Action Adventure Crime Mystery Thriller
367,ben hur,Adventure Drama History,Timur Bekmambetov,Morgan Freeman,Ayelet Zurer,Moises Arias,Morgan Freeman Ayelet Zurer Moises Arias Timur Bekmambetov Adventure Drama History
368,atlantis the lost empire,Action Adventure Animation Family Fantasy Sci-Fi,Gary Trousdale,Leonard Nimoy,Jim Varney,Cree Summer,Leonard Nimoy Jim Varney Cree Summer Gary Trousdale Action Adventure Animation Family Fantasy Sci-Fi
369,alvin and the chipmunks the road chip,Adventure Animation Comedy Family Fantasy Music,Walt Becker,Bella Thorne,Joshua Mikel,Jesse McCartney,Bella Thorne Joshua Mikel Jesse McCartney Walt Becker Adventure Animation Comedy Family Fantasy Music
370,valkyrie,Drama History Thriller War,Bryan Singer,Tom Cruise,Tom Wilkinson,Thomas Kretschmann,Tom Cruise Tom Wilkinson Thomas Kretschmann Bryan Singer Drama History Thriller War
371,you don't mess with the zohan,Action Comedy,Dennis Dugan,Adam Sandler,Sayed Badreya,Kevin Nealon,Adam Sandler Sayed Badreya Kevin Nealon Dennis Dugan Action Comedy
372,pixels,Action Animation Comedy Sci-Fi,Chris Columbus,Peter Dinklage,Adam Sandler,Josh Gad,Peter Dinklage Adam Sandler Josh Gad Chris Columbus Action Animation Comedy Sci-Fi
373,a.i. artificial intelligence,Adventure Drama Sci-Fi,Steven Spielberg,Haley Joel Osment,William Hurt,Kevin Sussman,Haley Joel Osment William Hurt Kevin Sussman Steven Spielberg Adventure Drama Sci-Fi
374,the haunted mansion,Comedy Family Fantasy Horror Mystery,Rob Minkoff,Marsha Thomason,Rachael Harris,Marc John Jefferies,Marsha Thomason Rachael Harris Marc John Jefferies Rob Minkoff Comedy Family Fantasy Horror Mystery
375,contact,Drama Mystery Sci-Fi Thriller,Robert Zemeckis,Matthew McConaughey,Tom Skerritt,Larry King,Matthew McConaughey Tom Skerritt Larry King Robert Zemeckis Drama Mystery Sci-Fi Thriller
376,hollow man,Action Horror Sci-Fi Thriller,Paul Verhoeven,Greg Grunberg,Kim Dickens,Joey Slotnick,Greg Grunberg Kim Dickens Joey Slotnick Paul Verhoeven Action Horror Sci-Fi Thriller
377,the interpreter,Crime Mystery Thriller,Sydney Pollack,Curtiss Cook,George Harris,Michael Wright,Curtiss Cook George Harris Michael Wright Sydney Pollack Crime Mystery Thriller
378,percy jackson sea of monsters,Adventure Family Fantasy,Thor Freudenthal,Logan Lerman,Leven Rambin,Brandon T. Jackson,Logan Lerman Leven Rambin Brandon T. Jackson Thor Freudenthal Adventure Family Fantasy
379,lara croft tomb raider the cradle of life,Action Adventure Fantasy,Jan de Bont,Gerard Butler,Angelina Jolie Pitt,Djimon Hounsou,Gerard Butler Angelina Jolie Pitt Djimon Hounsou Jan de Bont Action Adventure Fantasy
380,now you see me 2,Action Adventure Comedy Crime Mystery Thriller,Jon M. Chu,Daniel Radcliffe,Morgan Freeman,Sanaa Lathan,Daniel Radcliffe Morgan Freeman Sanaa Lathan Jon M. Chu Action Adventure Comedy Crime Mystery Thriller
381,the saint,Action Adventure Romance Sci-Fi Thriller,Phillip Noyce,Alun Armstrong,Michael Byrne,Velibor Topic,Alun Armstrong Michael Byrne Velibor Topic Phillip Noyce Action Adventure Romance Sci-Fi Thriller
382,spy game,Action Crime Thriller,Tony Scott,Brad Pitt,Stephen Dillane,Catherine McCormack,Brad Pitt Stephen Dillane Catherine McCormack Tony Scott Action Crime Thriller
383,mission to mars,Adventure Sci-Fi Thriller,Brian De Palma,Don Cheadle,Connie Nielsen,Kim Delaney,Don Cheadle Connie Nielsen Kim Delaney Brian De Palma Adventure Sci-Fi Thriller
384,rio,Adventure Animation Comedy Family Musical,Carlos Saldanha,Anne Hathaway,Wanda Sykes,Will.i.am,Anne Hathaway Wanda Sykes Will.i.am Carlos Saldanha Adventure Animation Comedy Family Musical
385,bicentennial man,Comedy Drama Sci-Fi,Chris Columbus,Robin Williams,Oliver Platt,John Michael Higgins,Robin Williams Oliver Platt John Michael Higgins Chris Columbus Comedy Drama Sci-Fi
386,volcano,Action Drama Sci-Fi Thriller,Mick Jackson,Don Cheadle,Anne Heche,Gaby Hoffmann,Don Cheadle Anne Heche Gaby Hoffmann Mick Jackson Action Drama Sci-Fi Thriller
387,the devil's own,Action Crime Drama Thriller,Alan J. Pakula,Harrison Ford,Brad Pitt,Natascha McElhone,Harrison Ford Brad Pitt Natascha McElhone Alan J. Pakula Action Crime Drama Thriller
388,k 19 the widowmaker,Drama History Thriller War,Kathryn Bigelow,Liam Neeson,Christian Camargo,Lex Shrapnel,Liam Neeson Christian Camargo Lex Shrapnel Kathryn Bigelow Drama History Thriller War
390,conan the barbarian,Adventure Fantasy,John Milius,William Smith,Mako,Sandahl Bergman,William Smith Mako Sandahl Bergman John Milius Adventure Fantasy
391,cinderella man,Biography Drama Sport,Ron Howard,Paddy Considine,Bruce McGill,Rosemarie DeWitt,Paddy Considine Bruce McGill Rosemarie DeWitt Ron Howard Biography Drama Sport
392,the nutcracker in 3d,Action Family Fantasy Musical,Andrey Konchalovskiy,Shirley Henderson,Nathan Lane,Richard E. Grant,Shirley Henderson Nathan Lane Richard E. Grant Andrey Konchalovskiy Action Family Fantasy Musical
393,seabiscuit,Drama History Sport,Gary Ross,Jeff Bridges,Michael Angarano,Michael O'Neill,Jeff Bridges Michael Angarano Michael O'Neill Gary Ross Drama History Sport
394,twister,Action Adventure Drama Thriller,Jan de Bont,Philip Seymour Hoffman,Alan Ruck,Jami Gertz,Philip Seymour Hoffman Alan Ruck Jami Gertz Jan de Bont Action Adventure Drama Thriller
396,cast away,Adventure Drama Romance,Robert Zemeckis,Tom Hanks,Paul Sanchez,Nick Searcy,Tom Hanks Paul Sanchez Nick Searcy Robert Zemeckis Adventure Drama Romance
397,happy feet,Animation Comedy Family Music Romance,George Miller,Robin Williams,Hugh Jackman,Elizabeth Daily,Robin Williams Hugh Jackman Elizabeth Daily George Miller Animation Comedy Family Music Romance
398,the bourne supremacy,Action Mystery Thriller,Paul Greengrass,Matt Damon,Joan Allen,Oksana Akinshina,Matt Damon Joan Allen Oksana Akinshina Paul Greengrass Action Mystery Thriller
399,air force one,Action Adventure Drama Thriller,Wolfgang Petersen,Harrison Ford,Gary Oldman,Dean Stockwell,Harrison Ford Gary Oldman Dean Stockwell Wolfgang Petersen Action Adventure Drama Thriller
400,ocean's eleven,Crime Thriller,Steven Soderbergh,Brad Pitt,Bernie Mac,Elliott Gould,Brad Pitt Bernie Mac Elliott Gould Steven Soderbergh Crime Thriller
401,the three musketeers,Action Adventure Romance,Paul W.S. Anderson,Milla Jovovich,Logan Lerman,Orlando Bloom,Milla Jovovich Logan Lerman Orlando Bloom Paul W.S. Anderson Action Adventure Romance
402,hotel transylvania,Animation Comedy Family Fantasy,Genndy Tartakovsky,Steve Buscemi,Adam Sandler,Jon Lovitz,Steve Buscemi Adam Sandler Jon Lovitz Genndy Tartakovsky Animation Comedy Family Fantasy
403,enchanted,Animation Comedy Family Fantasy Musical Romance,Kevin Lima,Jeff Bennett,Teala Dunn,Fred Tatasciore,Jeff Bennett Teala Dunn Fred Tatasciore Kevin Lima Animation Comedy Family Fantasy Musical Romance
405,safe house,Action Crime Mystery Thriller,Daniel Espinosa,Denzel Washington,Ryan Reynolds,Sam Shepard,Denzel Washington Ryan Reynolds Sam Shepard Daniel Espinosa Action Crime Mystery Thriller
406,102 dalmatians,Adventure Comedy Family,Kevin Lima,Ioan Gruffudd,Eric Idle,Jim Carter,Ioan Gruffudd Eric Idle Jim Carter Kevin Lima Adventure Comedy Family
407,tower heist,Action Comedy Crime,Brett Ratner,Matthew Broderick,Gabourey Sidibe,Judd Hirsch,Matthew Broderick Gabourey Sidibe Judd Hirsch Brett Ratner Action Comedy Crime
408,the holiday,Comedy Romance,Nancy Meyers,Kate Winslet,Rufus Sewell,Sarah Parish,Kate Winslet Rufus Sewell Sarah Parish Nancy Meyers Comedy Romance
409,enemy of the state,Action Crime Drama Mystery Thriller,Tony Scott,Will Smith,Jake Busey,Lisa Bonet,Will Smith Jake Busey Lisa Bonet Tony Scott Action Crime Drama Mystery Thriller
410,it's complicated,Comedy Drama Romance,Nancy Meyers,Meryl Streep,Hunter Parrish,Zoe Kazan,Meryl Streep Hunter Parrish Zoe Kazan Nancy Meyers Comedy Drama Romance
411,ocean's thirteen,Crime Thriller,Steven Soderbergh,Al Pacino,Matt Damon,Brad Pitt,Al Pacino Matt Damon Brad Pitt Steven Soderbergh Crime Thriller
412,open season,Adventure Animation Comedy Family,Roger Allers,Jon Favreau,Debra Messing,Jane Krakowski,Jon Favreau Debra Messing Jane Krakowski Roger Allers Adventure Animation Comedy Family
413,divergent,Adventure Mystery Sci-Fi,Neil Burger,Kate Winslet,Theo James,Mekhi Phifer,Kate Winslet Theo James Mekhi Phifer Neil Burger Adventure Mystery Sci-Fi
414,enemy at the gates,Drama History War,Jean-Jacques Annaud,Bob Hoskins,Gabriel Thomson,Clemens Schick,Bob Hoskins Gabriel Thomson Clemens Schick Jean-Jacques Annaud Drama History War
415,the rundown,Action Adventure Comedy Thriller,Peter Berg,Dwayne Johnson,Rosario Dawson,Ewen Bremner,Dwayne Johnson Rosario Dawson Ewen Bremner Peter Berg Action Adventure Comedy Thriller
416,last action hero,Action Adventure Comedy Fantasy,John McTiernan,F. Murray Abraham,Tom Noonan,Joan Plowright,F. Murray Abraham Tom Noonan Joan Plowright John McTiernan Action Adventure Comedy Fantasy
417,memoirs of a geisha,Drama Romance,Rob Marshall,Li Gong,Mako,Karl Yune,Li Gong Mako Karl Yune Rob Marshall Drama Romance
418,the fast and the furious tokyo drift,Action Crime Thriller,Justin Lin,Amber Stevens West,Zachery Ty Bryan,Nikki Griffin,Amber Stevens West Zachery Ty Bryan Nikki Griffin Justin Lin Action Crime Thriller
419,arthur christmas,Adventure Animation Comedy Family Fantasy,Sarah Smith,Jim Broadbent,Imelda Staunton,Michael Palin,Jim Broadbent Imelda Staunton Michael Palin Sarah Smith Adventure Animation Comedy Family Fantasy
420,meet joe black,Drama Fantasy Romance,Martin Brest,Anthony Hopkins,Brad Pitt,Jake Weber,Anthony Hopkins Brad Pitt Jake Weber Martin Brest Drama Fantasy Romance
421,collateral damage,Action Drama Thriller,Andrew Davis,Raymond Cruz,Rick Worthy,Jsu Garcia,Raymond Cruz Rick Worthy Jsu Garcia Andrew Davis Action Drama Thriller
422,all that jazz,Comedy Drama Music Musical,Bob Fosse,Roy Scheider,Ben Vereen,Max Wright,Roy Scheider Ben Vereen Max Wright Bob Fosse Comedy Drama Music Musical
423,mirror mirror,Adventure Comedy Drama Family Fantasy,Tarsem Singh,Julia Roberts,Nathan Lane,Danny Woodburn,Julia Roberts Nathan Lane Danny Woodburn Tarsem Singh Adventure Comedy Drama Family Fantasy
424,scott pilgrim vs. the world,Action Comedy Fantasy Romance,Edgar Wright,Anna Kendrick,Kieran Culkin,Ellen Wong,Anna Kendrick Kieran Culkin Ellen Wong Edgar Wright Action Comedy Fantasy Romance
425,the core,Action Adventure Sci-Fi Thriller,Jon Amiel,Glenn Morshower,Tchéky Karyo,Rekha Sharma,Glenn Morshower Tchéky Karyo Rekha Sharma Jon Amiel Action Adventure Sci-Fi Thriller
