,Title,genres,director_name,actor_name1,actor_name2,actor_name3,genres_director_actor
150,The Princess,Fantasy Action,Le-Van Kiet,Joey King,Dominic Cooper,Olga Kurylenko,Joey King Dominic Cooper Olga Kurylenko Le-Van Kiet Fantasy Action
151,Hot Seat,Thriller,James Cullen Bressack,Kevin Dillon,Mel Gibson,Shannen Doherty,Kevin Dillon Mel Gibson Shannen Doherty James Cullen Bressack Thriller
152,"Hello, Goodbye, and Everything in Between",Romance Drama,Michael Lewen,Talia Ryder,Jordan Fisher,Ayo Edebiri,Talia Ryder Jordan Fisher Ayo Edebiri Michael Lewen Romance Drama
153,Thor: Love and Thunder,Fantasy Action Comedy,Taika Waititi,Chris Hemsworth,Christian Bale,Tessa Thompson,Chris Hemsworth Christian Bale Tessa Thompson Taika Waititi Fantasy Action Comedy
154,South Park The Streaming Wars Part 2,Animation Comedy,Trey Parker,Trey Parker,Matt Stone,April Stewart,Trey Parker Matt Stone April Stewart Trey Parker Animation Comedy
155,The Gray Man,Action Thriller,"Anthony Russo, Joe Russo",Ryan Gosling,Chris Evans,Ana de Armas,"Ryan Gosling Chris Evans Ana de Armas Anthony Russo, Joe Russo Action Thriller"
156,Where the Crawdads Sing,Mystery Drama Thriller,Olivia Newman,Daisy Edgar-Jones,Taylor John Smith,Harris Dickinson,Daisy Edgar-Jones Taylor John Smith Harris Dickinson Olivia Newman Mystery Drama Thriller
157,Paws of Fury: The Legend of Hank,Animation Action Adventure Comedy Family Western,"Rob Minkoff, Mark Koetsier",Michael Cera,Ricky Gervais,Mel Brooks,"Michael Cera Ricky Gervais Mel Brooks Rob Minkoff, Mark Koetsier Animation Action Adventure Comedy Family Western"
158,Persuasion,Romance Drama Comedy,Carrie Cracknell,Dakota Johnson,Cosmo Jarvis,Nikki Amuka-Bird,Dakota Johnson Cosmo Jarvis Nikki Amuka-Bird Carrie Cracknell Romance Drama Comedy
159,Gone in the Night,Thriller Mystery Drama,Eli Horowitz,Winona Ryder,Dermot Mulroney,John Gallagher Jr.,Winona Ryder Dermot Mulroney John Gallagher Jr. Eli Horowitz Thriller Mystery Drama
160,1Up,Comedy,Kyle Newman,Paris Berelc,Taylor Zakhar Perez,Hari Nef,Paris Berelc Taylor Zakhar Perez Hari Nef Kyle Newman Comedy
161,Wrong Place,Thriller,Mike Burns,Ashley Greene,Bruce Willis,,
162,Don't Make Me Go,Drama,Hannah Marks,John Cho,Mia Isaac,,
163,He's Watching,Horror,Jacob Aaron Estes,Iris Serena Estes,Lucas Steel Estes,,
164,Nope,Horror Mystery Science Fiction,Jordan Peele,Daniel Kaluuya,Keke Palmer,Steven Yeun,Daniel Kaluuya Keke Palmer Steven Yeun Jordan Peele Horror Mystery Science Fiction
165,Anything's Possible,Romance Comedy Drama,Billy Porter,Eva Reign,Abubakr Ali,Renée Elise Goldsberry,Eva Reign Abubakr Ali Renée Elise Goldsberry Billy Porter Romance Comedy Drama
166,Alone Together,Romance Drama,Katie Holmes,Katie Holmes,Jim Sturgess,Derek Luke,Katie Holmes Jim Sturgess Derek Luke Katie Holmes Romance Drama
167,DC League of Super-Pets,Animation Action Family Comedy Science Fiction,Jared Stern,Dwayne Johnson,Kevin Hart,Kate McKinnon,Dwayne Johnson Kevin Hart Kate McKinnon Jared Stern Animation Action Family Comedy Science Fiction
168,Thirteen Lives,Drama Thriller Action Adventure,Ron Howard,Viggo Mortensen,Colin Farrell,Joel Edgerton,Viggo Mortensen Colin Farrell Joel Edgerton Ron Howard Drama Thriller Action Adventure
169,Vengeance,Thriller Mystery Comedy,B. J. Novak,B. J. Novak,Boyd Holbrook,Dove Cameron,B. J. Novak Boyd Holbrook Dove Cameron B. J. Novak Thriller Mystery Comedy
170,Sharp Stick,Comedy,Lena Dunham,Kristine Froseth,Jon Bernthal,Luka Sabbat,Kristine Froseth Jon Bernthal Luka Sabbat Lena Dunham Comedy
171,Not Okay,Comedy Drama,Quinn Shephard,Zoey Deutch,Mia Isaac,Nadia Alexander,Zoey Deutch Mia Isaac Nadia Alexander Quinn Shephard Comedy Drama
172,Paradise Highway,Thriller Crime Drama,Anna Gutto,Juliette Binoche,Frank Grillo,Hala Finley,Juliette Binoche Frank Grillo Hala Finley Anna Gutto Thriller Crime Drama
173,Resurrection,Thriller Mystery Horror Drama,Andrew Semans,Rebecca Hall,Grace Kaufman,Michael Esper,Rebecca Hall Grace Kaufman Michael Esper Andrew Semans Thriller Mystery Horror Drama
174,A Love Song,Music Documentary,Max Walker-Silverman,Dale Dickey,Wes Studi,,
175,Honor Society,Comedy,Oran Zegman,Angourie Rice,Gaten Matarazzo,Christopher Mintz-Plasse,Angourie Rice Gaten Matarazzo Christopher Mintz-Plasse Oran Zegman Comedy
176,Allegoria,Horror,Spider One,John Ennis,Bryce Johnson,Edward Hong,John Ennis Bryce Johnson Edward Hong Spider One Horror
177,Bullet Train,Action Comedy Thriller,David Leitch,Brad Pitt,Joey King,Aaron Taylor-Johnson,Brad Pitt Joey King Aaron Taylor-Johnson David Leitch Action Comedy Thriller
178,Luck,Animation Adventure Comedy Fantasy,Peggy Holmes,Eva Noblezada,Simon Pegg,Jane Fonda,Eva Noblezada Simon Pegg Jane Fonda Peggy Holmes Animation Adventure Comedy Fantasy
179,Prey,Thriller Action Science Fiction,Dan Trachtenberg,Amber Midthunder,Dakota Beavers,Michelle Thrush,Amber Midthunder Dakota Beavers Michelle Thrush Dan Trachtenberg Thriller Action Science Fiction
180,Easter Sunday,Comedy,Jay Chandrasekhar,Jo Koy,Jimmy O. Yang,Tia Carrere,Jo Koy Jimmy O. Yang Tia Carrere Jay Chandrasekhar Comedy
181,Rise of the Teenage Mutant Ninja Turtles: The Movie,Animation Action Science Fiction,"Ant Ward, Andy Suriano",Ben Schwartz,Omar Benson Miller,Brandon Mychal Smith,"Ben Schwartz Omar Benson Miller Brandon Mychal Smith Ant Ward, Andy Suriano Animation Action Science Fiction"
182,Bodies Bodies Bodies,Comedy Horror Mystery,Halina Reijn,Amandla Stenberg,Maria Bakalova,Myha'la Herrold,Amandla Stenberg Maria Bakalova Myha'la Herrold Halina Reijn Comedy Horror Mystery
183,They/Them,Horror Thriller,John Logan,Kevin Bacon,Carrie Preston,Anna Chlumsky,Kevin Bacon Carrie Preston Anna Chlumsky John Logan Horror Thriller
184,Secret Headquarters,Action Adventure Comedy Science Fiction Family,"Henry Joost, Ariel Schulman (directors/screenplay); Christopher Yost, Josh Koenigsberg (screenplay); Owen Wilson, Walker Scobell, Jesse Williams, Keith L. Williams, Momona Tamada, Charles Melton, Michael Peña",Owen Wilson,Walker Scobell,Jesse Williams,"Owen Wilson Walker Scobell Jesse Williams Henry Joost, Ariel Schulman (directors/screenplay); Christopher Yost, Josh Koenigsberg (screenplay); Owen Wilson, Walker Scobell, Jesse Williams, Keith L. Williams, Momona Tamada, Charles Melton, Michael Peña Action Adventure Comedy Science Fiction Family"
185,Day Shift,Action Fantasy Horror Comedy,J. J. Perry,Jamie Foxx,Dave Franco,Natasha Liu Bordizzo,Jamie Foxx Dave Franco Natasha Liu Bordizzo J. J. Perry Action Fantasy Horror Comedy
186,Mack & Rita,Comedy Fantasy,Katie Aselton,Diane Keaton,Taylour Paige,Elizabeth Lail,Diane Keaton Taylour Paige Elizabeth Lail Katie Aselton Comedy Fantasy
187,Fall,Thriller,Scott Mann,Grace Caroline Currey,Virginia Gardner,Mason Gooding,Grace Caroline Currey Virginia Gardner Mason Gooding Scott Mann Thriller
188,Emily the Criminal,Crime Drama Thriller,John Patton Ford,Aubrey Plaza,Theo Rossi,Megalyn Echikunwoke,Aubrey Plaza Theo Rossi Megalyn Echikunwoke John Patton Ford Crime Drama Thriller
189,Summering,Drama,James Ponsoldt,Lia Barnett,Lake Bell,Sarah Cooper,Lia Barnett Lake Bell Sarah Cooper James Ponsoldt Drama
190,Beast,Thriller Action Horror Adventure,Baltasar Kormákur,Idris Elba,Iyana Halley,Leah Sava Jeffries,Idris Elba Iyana Halley Leah Sava Jeffries Baltasar Kormákur Thriller Action Horror Adventure
191,Orphan: First Kill,Horror Thriller,William Brent Bell,Isabelle Fuhrman,Rossif Sutherland,Hiro Kanagawa,Isabelle Fuhrman Rossif Sutherland Hiro Kanagawa William Brent Bell Horror Thriller
192,Spin Me Round,Romance Comedy,Jeff Baena,Alison Brie,Alessandro Nivola,Molly Shannon,Alison Brie Alessandro Nivola Molly Shannon Jeff Baena Romance Comedy
193,Delia's Gone,Mystery Thriller Crime Drama,Robert Budreau,Stephan James,Marisa Tomei,Paul Walter Hauser,Stephan James Marisa Tomei Paul Walter Hauser Robert Budreau Mystery Thriller Crime Drama
194,Three Thousand Years of Longing,Fantasy,George Miller,Idris Elba,Tilda Swinton,,
195,Samaritan,Action Crime Fantasy Science Fiction,Julius Avery,Sylvester Stallone,Javon Walton,Pilou Asbæk,Sylvester Stallone Javon Walton Pilou Asbæk Julius Avery Action Crime Fantasy Science Fiction
196,Me Time,Comedy,John Hamburg,Kevin Hart,Mark Wahlberg,Regina Hall,Kevin Hart Mark Wahlberg Regina Hall John Hamburg Comedy
197,The Invitation,Horror Thriller,Jessica M. Thompson,Nathalie Emmanuel,Thomas Doherty,Stephanie Corneliussen,Nathalie Emmanuel Thomas Doherty Stephanie Corneliussen Jessica M. Thompson Horror Thriller
198,Breaking,Crime Drama Thriller,Abi Damaris Corbin,John Boyega,Nicole Beharie,Selenis Leyva,John Boyega Nicole Beharie Selenis Leyva Abi Damaris Corbin Crime Drama Thriller
199,Funny Pages,Comedy,Owen Kline,Daniel Zolghadri,Matthew Maher,Miles Emanuel,Daniel Zolghadri Matthew Maher Miles Emanuel Owen Kline Comedy
200,Honk for Jesus. Save Your Soul.,Comedy,Adamma Ebo,Regina Hall,Sterling K. Brown,Austin Crute,Regina Hall Sterling K. Brown Austin Crute Adamma Ebo Comedy
201,Gigi & Nate,Drama,Nick Hamm,Marcia Gay Harden,Charlie Rowe,Josephine Langford,Marcia Gay Harden Charlie Rowe Josephine Langford Nick Hamm Drama
202,Wire Room,Action Crime Thriller,Matt Eskandari,Kevin Dillon,Bruce Willis,,
203,One Way,Action Crime Thriller,Andrew Baird,Colson Baker,Kevin Bacon,Travis Fimmel,Colson Baker Kevin Bacon Travis Fimmel Andrew Baird Action Crime Thriller
204,After Ever Happy,Romance Drama,Castille Landon,Hero Fiennes-Tiffin,Josephine Langford,Louise Lombard,Hero Fiennes-Tiffin Josephine Langford Louise Lombard Castille Landon Romance Drama
205,Pinocchio,Fantasy Adventure Family,Robert Zemeckis,Tom Hanks,Benjamin Evan Ainsworth,Joseph Gordon-Levitt,Tom Hanks Benjamin Evan Ainsworth Joseph Gordon-Levitt Robert Zemeckis Fantasy Adventure Family
206,Barbarian,Horror Mystery Thriller,Zach Cregger,Georgina Campbell,Bill Skarsgård,Justin Long,Georgina Campbell Bill Skarsgård Justin Long Zach Cregger Horror Mystery Thriller
207,End of the Road,Crime,Millicent Shelton,Queen Latifah,Ludacris,Beau Bridges,Queen Latifah Ludacris Beau Bridges Millicent Shelton Crime
208,Lifemark,Drama,Kevin Peeples,Kirk Cameron,Alex Kendrick,Raphael Ruggero,Kirk Cameron Alex Kendrick Raphael Ruggero Kevin Peeples Drama
209,Flight/Risk,Documentary,"Karim Amer, Omar Mullick",Karim Amer,Omar Mullick (directors),,
210,Clerks III,Comedy,Kevin Smith,Brian O'Halloran,Jeff Anderson,Trevor Fehrman,Brian O'Halloran Jeff Anderson Trevor Fehrman Kevin Smith Comedy
211,The Woman King,Action Drama History,Gina Prince-Bythewood,Viola Davis,Thuso Mbedu,Lashana Lynch,Viola Davis Thuso Mbedu Lashana Lynch Gina Prince-Bythewood Action Drama History
212,See How They Run,Mystery Comedy Thriller,Tom George,Saoirse Ronan,Sam Rockwell,Adrien Brody,Saoirse Ronan Sam Rockwell Adrien Brody Tom George Mystery Comedy Thriller
213,Blonde,Drama,Andrew Dominik,Ana de Armas,Adrien Brody,Bobby Cannavale,Ana de Armas Adrien Brody Bobby Cannavale Andrew Dominik Drama
214,Pearl,Horror,Ti West,Mia Goth,David Corenswet,Tandi Wright,Mia Goth David Corenswet Tandi Wright Ti West Horror
215,Do Revenge,Comedy,Jennifer Kaytin Robinson,Camila Mendes,Maya Hawke,Austin Abrams,Camila Mendes Maya Hawke Austin Abrams Jennifer Kaytin Robinson Comedy
216,The Silent Twins,Drama,Agnieszka Smoczyńska,Letitia Wright,Tamara Lawrance,Nadine Marshall,Letitia Wright Tamara Lawrance Nadine Marshall Agnieszka Smoczyńska Drama
217,"Confess, Fletch",Crime Comedy Mystery,Greg Mottola,Jon Hamm,Marcia Gay Harden,Kyle MacLachlan,Jon Hamm Marcia Gay Harden Kyle MacLachlan Greg Mottola Crime Comedy Mystery
218,Moonage Daydream,Documentary Music,Brett Morgen,David Bowie,,,
219,God's Country,Thriller Western,Julian Higgins,Thandiwe Newton,Jeremy Bobb,Joris Jarsky,Thandiwe Newton Jeremy Bobb Joris Jarsky Julian Higgins Thriller Western
220,Goodnight Mommy,Horror Drama Thriller,Matt Sobel,Naomi Watts,Cameron Crovetti,Nicholas Crovetti,Naomi Watts Cameron Crovetti Nicholas Crovetti Matt Sobel Horror Drama Thriller
221,Running the Bases,Drama,"Marty Roberts, Jimmy Womble (directors/screenplay); Brett Varvel, Gigi Orsillo, Todd Terry, Cameron Arnett",Brett Varvel,Gigi Orsillo,Todd Terry,"Brett Varvel Gigi Orsillo Todd Terry Marty Roberts, Jimmy Womble (directors/screenplay); Brett Varvel, Gigi Orsillo, Todd Terry, Cameron Arnett Drama"
222,Jeepers Creepers: Reborn,Horror Thriller Mystery,Timo Vuorensola,Sydney Craven,Imran Adams,Jarreau Benjamin,Sydney Craven Imran Adams Jarreau Benjamin Timo Vuorensola Horror Thriller Mystery
223,Don't Worry Darling,Thriller Mystery Science Fiction,Olivia Wilde,Florence Pugh,Harry Styles,Olivia Wilde,Florence Pugh Harry Styles Olivia Wilde Olivia Wilde Thriller Mystery Science Fiction
224,Catherine Called Birdy,Adventure Comedy,Lena Dunham,Bella Ramsey,Billie Piper,Andrew Scott,Bella Ramsey Billie Piper Andrew Scott Lena Dunham Adventure Comedy
225,Section Eight,Action Thriller,"Christian Sesma(director); Ryan Kwanten, Dolph Lundgren, Dermot Mulroney, Mickey Rourke, Scott Adkins",Christian Sesma(director); Ryan Kwanten,Dolph Lundgren,Dermot Mulroney,"Christian Sesma(director); Ryan Kwanten Dolph Lundgren Dermot Mulroney Christian Sesma(director); Ryan Kwanten, Dolph Lundgren, Dermot Mulroney, Mickey Rourke, Scott Adkins Action Thriller"
226,Lou,Action Thriller,Anna Foerster,Allison Janney,Jurnee Smollett,Logan Marshall-Green,Allison Janney Jurnee Smollett Logan Marshall-Green Anna Foerster Action Thriller
227,On the Come Up,Drama Music,Sanaa Lathan,Jamila C. Gray,Da'Vine Joy Randolph,Lil Yachty,Jamila C. Gray Da'Vine Joy Randolph Lil Yachty Sanaa Lathan Drama Music
228,A Jazzman's Blues,Drama Romance,Tyler Perry,Joshua Boone,Amirah Vann,Solea Pfeiffer,Joshua Boone Amirah Vann Solea Pfeiffer Tyler Perry Drama Romance
229,The Munsters,Comedy Fantasy,Rob Zombie,Jeff Daniel Phillips,Sheri Moon Zombie,Daniel Roebuck,Jeff Daniel Phillips Sheri Moon Zombie Daniel Roebuck Rob Zombie Comedy Fantasy
230,Smile,Horror Mystery Thriller,Parker Finn,Sosie Bacon,Jessie T. Usher,Kyle Gallner,Sosie Bacon Jessie T. Usher Kyle Gallner Parker Finn Horror Mystery Thriller
231,Bros,Animation Adventure Family Fantasy Comedy,Nicholas Stoller,Billy Eichner,Luke Macfarlane,Ts Madison,Billy Eichner Luke Macfarlane Ts Madison Nicholas Stoller Animation Adventure Family Fantasy Comedy
232,Hocus Pocus 2,Fantasy Comedy Family,Anne Fletcher,Bette Midler,Sarah Jessica Parker,Kathy Najimy,Bette Midler Sarah Jessica Parker Kathy Najimy Anne Fletcher Fantasy Comedy Family
233,The Greatest Beer Run Ever,Drama Comedy War History,Peter Farrelly,Zac Efron,Russell Crowe,Bill Murray,Zac Efron Russell Crowe Bill Murray Peter Farrelly Drama Comedy War History
234,The Good House,Romance Drama Comedy,"Maya Forbes, Wally Wolodarsky (directors/screenplay); Thomas Bezucha (screenplay); Sigourney Weaver, Kevin Kline, Morena Baccarin, Rob Delaney, Beverly D'Angelo",Sigourney Weaver,Kevin Kline,Morena Baccarin,"Sigourney Weaver Kevin Kline Morena Baccarin Maya Forbes, Wally Wolodarsky (directors/screenplay); Thomas Bezucha (screenplay); Sigourney Weaver, Kevin Kline, Morena Baccarin, Rob Delaney, Beverly D'Angelo Romance Drama Comedy"
235,Luckiest Girl Alive,Drama Thriller Mystery,Mike Barker,Mila Kunis,Finn Wittrock,Scoot McNairy,Mila Kunis Finn Wittrock Scoot McNairy Mike Barker Drama Thriller Mystery
236,God's Creatures,Drama,"Saela Davis, Anna Rose Holmer",Emily Watson,Paul Mescal,Aisling Franciosi,"Emily Watson Paul Mescal Aisling Franciosi Saela Davis, Anna Rose Holmer Drama"
237,Dead for a Dollar,Western Thriller,Walter Hill,Christoph Waltz,Willem Dafoe,Rachel Brosnahan,Christoph Waltz Willem Dafoe Rachel Brosnahan Walter Hill Western Thriller
238,My Best Friend's Exorcism,Horror Comedy,Damon Thomas,Elsie Fisher,Amiah Miller,Cathy Ang,Elsie Fisher Amiah Miller Cathy Ang Damon Thomas Horror Comedy
239,Hot Take: The Depp/Heard Trial,Crime Thriller Drama,Sara Lohman,Mark Hapka,Megan Davis,Mellisa Marty,Mark Hapka Megan Davis Mellisa Marty Sara Lohman Crime Thriller Drama
