,Title,genres,director_name,actor_name1,actor_name2,actor_name3,genres_director_actor
139,Good Boys,Comedy,Gene Stupnitsky,Jacob Tremblay,Brady Noon,Keith L. Williams,Jacob Tremblay Brady Noon Keith L. Williams Gene Stupnitsky Comedy
140,Blinded by the Light,Drama Comedy,Gurinder Chadha,Viveik Kalra,Kulvinder Ghir,Meera Ganatra,Viveik Kalra Kulvinder Ghir Meera Ganatra Gurinder Chadha Drama Comedy
141,"Where'd You Go, Bernadette",Comedy Drama,Richard Linklater,Cate Blanchett,Billy Crudup,Emma Nelson,Cate Blanchett Billy Crudup Emma Nelson Richard Linklater Comedy Drama
142,47 Meters Down: Uncaged,Horror Drama Adventure,Johannes Roberts,John Corbett,Nia Long,Sophie Nelisse,John Corbett Nia Long Sophie Nelisse Johannes Roberts Horror Drama Adventure
143,Gwen,Drama Mystery Horror History,William McGregor,Maxine Peake,Eleanor Worthington Cox,Richard Harrington,Maxine Peake Eleanor Worthington Cox Richard Harrington William McGregor Drama Mystery Horror History
144,Ready or Not,Comedy Horror Thriller,"Matt Bettinelli-Olpin, Tyler Gillett",Samara Weaving,Adam Brody,Mark O'Brien,"Samara Weaving Adam Brody Mark O'Brien Matt Bettinelli-Olpin, Tyler Gillett Comedy Horror Thriller"
145,Angel Has Fallen,Action Thriller,Ric Roman Waugh,Gerard Butler,Morgan Freeman,Jada Pinkett Smith,Gerard Butler Morgan Freeman Jada Pinkett Smith Ric Roman Waugh Action Thriller
146,Brittany Runs a Marathon,Comedy Drama,Paul Downs Colaizzo,Jillian Bell,Michaela Watkins,Utkarsh Ambudkar,Jillian Bell Michaela Watkins Utkarsh Ambudkar Paul Downs Colaizzo Comedy Drama
147,Overcomer,Drama,Alex Kendrick,Alex Kendrick,Priscilla Shirer,Ben Davies,Alex Kendrick Priscilla Shirer Ben Davies Alex Kendrick Drama
148,Jacob's Ladder,Drama Mystery Horror,David M. Rosenthal,Michael Ealy,Jesse Williams,Nicole Beharie,Michael Ealy Jesse Williams Nicole Beharie David M. Rosenthal Drama Mystery Horror
149,Burn,Thriller Crime Action,Mike Gan,Tilda Cobham-Hervey,Suki Waterhouse,Harry Shum Jr.,Tilda Cobham-Hervey Suki Waterhouse Harry Shum Jr. Mike Gan Thriller Crime Action
150,Official Secrets,Thriller History Drama,Gavin Hood,Keira Knightley,Matt Smith,Matthew Goode,Keira Knightley Matt Smith Matthew Goode Gavin Hood Thriller History Drama
151,Don't Let Go,Science Fiction Thriller Mystery Crime,Jacob Aaron Estes,Jacob Aaron Estes,Drew Daywalt (story); David Oyelowo,Storm Reid,Jacob Aaron Estes Drew Daywalt (story); David Oyelowo Storm Reid Jacob Aaron Estes Science Fiction Thriller Mystery Crime
152,Itsy Bitsy,Horror Thriller,Micah Gallo,Bruce Davison,Denise Crosby,Elizabeth Roberts,Bruce Davison Denise Crosby Elizabeth Roberts Micah Gallo Horror Thriller
153,The Fanatic,Crime Thriller,Fred Durst,John Travolta,Devon Sawa,Ana Golja,John Travolta Devon Sawa Ana Golja Fred Durst Crime Thriller
154,It Chapter Two,Horror Fantasy,Andy Muschietti,James McAvoy,Jessica Chastain,Bill Hader,James McAvoy Jessica Chastain Bill Hader Andy Muschietti Horror Fantasy
155,Satanic Panic,Horror Comedy,Chelsea Stardust,Hayley Griffith,Ruby Modine,Arden Myrin,Hayley Griffith Ruby Modine Arden Myrin Chelsea Stardust Horror Comedy
156,Strange but True,Thriller,Rowan Athale,Amy Ryan,Nick Robinson,Margaret Qualley,Amy Ryan Nick Robinson Margaret Qualley Rowan Athale Thriller
157,The Obituary of Tunde Johnson,Drama Thriller,Ali LeRoi,Steven Silver,Nicola Peltz,,
158,The Goldfinch,Drama,John Crowley,Ansel Elgort,Oakes Fegley,Aneurin Barnard,Ansel Elgort Oakes Fegley Aneurin Barnard John Crowley Drama
159,Hustlers,Drama Comedy Crime,Lorene Scafaria,Constance Wu,Jennifer Lopez,Julia Stiles,Constance Wu Jennifer Lopez Julia Stiles Lorene Scafaria Drama Comedy Crime
160,The Sound of Silence,Drama,Michael Tyburski,Rashida Jones,Peter Sarsgaard,Tony Revolori,Rashida Jones Peter Sarsgaard Tony Revolori Michael Tyburski Drama
161,Monos,Drama War,Alejandro Landes,Julianne Nicholson,Moisés Arias,,
162,Tall Girl,Comedy Drama Romance,Nzingha Stewart,Ava Michelle,Griffin Gluck,Luke Eisner,Ava Michelle Griffin Gluck Luke Eisner Nzingha Stewart Comedy Drama Romance
163,Ad Astra,Science Fiction Drama,James Gray,Brad Pitt,Tommy Lee Jones,Ruth Negga,Brad Pitt Tommy Lee Jones Ruth Negga James Gray Science Fiction Drama
164,Downton Abbey,Drama Romance History,Michael Engler,Hugh Bonneville,Jim Carter,Michelle Dockery,Hugh Bonneville Jim Carter Michelle Dockery Michael Engler Drama Romance History
165,Rambo: Last Blood,Action Thriller Drama,Adrian Grunberg,Sylvester Stallone,Adriana Barraza,Paz Vega,Sylvester Stallone Adriana Barraza Paz Vega Adrian Grunberg Action Thriller Drama
166,Bloodline,Crime Thriller,Henry Jacobson,Seann William Scott,Mariela Garriga,Dale Dickey,Seann William Scott Mariela Garriga Dale Dickey Henry Jacobson Crime Thriller
167,Running with the Devil,Action,Jason Cabell,Nicolas Cage,Laurence Fishburne,,
168,Fractured,Thriller,Brad Anderson,Sam Worthington,Lily Rabe,Stephen Tobolowsky,Sam Worthington Lily Rabe Stephen Tobolowsky Brad Anderson Thriller
169,Abominable,Family Animation Adventure Comedy,Jill Culton,Todd Wilderman (co-director); Chloe Bennet,Albert Tsai,Tenzing Norgay Trainor,Todd Wilderman (co-director); Chloe Bennet Albert Tsai Tenzing Norgay Trainor Jill Culton Family Animation Adventure Comedy
170,The Laundromat,Drama Crime Comedy,Steven Soderbergh,Meryl Streep,Gary Oldman,Antonio Banderas,Meryl Streep Gary Oldman Antonio Banderas Steven Soderbergh Drama Crime Comedy
171,Judy,Drama History Music,Rupert Goold,Renée Zellweger,Jessie Buckley,Finn Wittrock,Renée Zellweger Jessie Buckley Finn Wittrock Rupert Goold Drama History Music
172,Prey,Thriller Action Science Fiction,Franck Khalfoun,Logan Miller,Kristine Froseth,,
173,10 Minutes Gone,Crime Action Thriller Mystery,Brian A. Miller,Bruce Willis,Michael Chiklis,,
174,Joker,Crime Thriller Drama,Todd Phillips,Joaquin Phoenix,Robert De Niro,Zazie Beetz,Joaquin Phoenix Robert De Niro Zazie Beetz Todd Phillips Crime Thriller Drama
175,Lucy in the Sky,Drama Science Fiction Thriller,Noah Hawley,Natalie Portman,Jon Hamm,Zazie Beetz,Natalie Portman Jon Hamm Zazie Beetz Noah Hawley Drama Science Fiction Thriller
176,Dolemite Is My Name,Drama Comedy History,Craig Brewer,Eddie Murphy,Keegan-Michael Key,Mike Epps,Eddie Murphy Keegan-Michael Key Mike Epps Craig Brewer Drama Comedy History
177,In the Tall Grass,Horror Drama Thriller,Vincenzo Natali,Patrick Wilson,Harrison Gilbertson,Rachel Wilson,Patrick Wilson Harrison Gilbertson Rachel Wilson Vincenzo Natali Horror Drama Thriller
178,Low Tide,Thriller,Kevin McMullin,Keean Johnson,Jaeden Martell,Alex Neustaedter,Keean Johnson Jaeden Martell Alex Neustaedter Kevin McMullin Thriller
179,Wrinkles the Clown,Documentary,Michael Beach Nichols,Michael Beach Nichols (director); Michael Beach Nichols,Christopher K. Walker (screenplay),,
180,Little Monsters,Adventure Fantasy Comedy Family,Abe Forsythe,Lupita Nyong'o,Alexander England,Josh Gad,Lupita Nyong'o Alexander England Josh Gad Abe Forsythe Adventure Fantasy Comedy Family
181,Gemini Man,Science Fiction Action Thriller,Ang Lee,Will Smith,Mary Elizabeth Winstead,Clive Owen,Will Smith Mary Elizabeth Winstead Clive Owen Ang Lee Science Fiction Action Thriller
182,The Addams Family,Family Animation Comedy Fantasy,"Conrad Vernon, Greg Tiernan",Oscar Isaac,Charlize Theron,Chloë Grace Moretz,"Oscar Isaac Charlize Theron Chloë Grace Moretz Conrad Vernon, Greg Tiernan Family Animation Comedy Fantasy"
183,The King,Action Adventure History Drama War,David Michôd,Timothée Chalamet,Joel Edgerton,Sean Harris,Timothée Chalamet Joel Edgerton Sean Harris David Michôd Action Adventure History Drama War
184,Jexi,Comedy,"Jon Lucas, Scott Moore (directors/screenplay); Adam Devine, Rose Byrne, Alexandra Shipp, Ron Funches, Charlyne Yi, Wanda Sykes, Justin Hartley, Kid Cudi, Michael Peña",Adam Devine,Rose Byrne,Alexandra Shipp,"Adam Devine Rose Byrne Alexandra Shipp Jon Lucas, Scott Moore (directors/screenplay); Adam Devine, Rose Byrne, Alexandra Shipp, Ron Funches, Charlyne Yi, Wanda Sykes, Justin Hartley, Kid Cudi, Michael Peña Comedy"
185,Polaroid,Horror Thriller Mystery,Lars Klevberg,Kathryn Prescott,Grace Zabriskie,Samantha Logan,Kathryn Prescott Grace Zabriskie Samantha Logan Lars Klevberg Horror Thriller Mystery
186,El Camino: A Breaking Bad Movie,Crime Drama Thriller Action,Vince Gilligan,Aaron Paul,Jesse Plemons,Scott MacArthur,Aaron Paul Jesse Plemons Scott MacArthur Vince Gilligan Crime Drama Thriller Action
187,Maleficent: Mistress of Evil,Family Fantasy Adventure Action,Joachim Rønning,Angelina Jolie,Elle Fanning,Michelle Pfeiffer,Angelina Jolie Elle Fanning Michelle Pfeiffer Joachim Rønning Family Fantasy Adventure Action
188,Zombieland: Double Tap,Comedy Horror,Ruben Fleischer,Woody Harrelson,Jesse Eisenberg,Emma Stone,Woody Harrelson Jesse Eisenberg Emma Stone Ruben Fleischer Comedy Horror
189,Jojo Rabbit,Comedy War Drama,Taika Waititi,Roman Griffin Davis,Thomasin McKenzie,Scarlett Johansson,Roman Griffin Davis Thomasin McKenzie Scarlett Johansson Taika Waititi Comedy War Drama
190,The Lighthouse,Drama Fantasy Thriller Horror,Robert Eggers,Willem Dafoe,Robert Pattinson,,
191,Wounds,Horror Mystery Thriller,Babak Anvari,Armie Hammer,Dakota Johnson,Zazie Beetz,Armie Hammer Dakota Johnson Zazie Beetz Babak Anvari Horror Mystery Thriller
192,Black and Blue,Action Crime Drama Thriller,Deon Taylor,Naomie Harris,Tyrese Gibson,Frank Grillo,Naomie Harris Tyrese Gibson Frank Grillo Deon Taylor Action Crime Drama Thriller
193,The Current War,Drama History,Alfonso Gomez-Rejon,Benedict Cumberbatch,Michael Shannon,Katherine Waterston,Benedict Cumberbatch Michael Shannon Katherine Waterston Alfonso Gomez-Rejon Drama History
194,Countdown,Horror Thriller,Justin Dec,Elizabeth Lail,Peter Facinelli,Anne Winters,Elizabeth Lail Peter Facinelli Anne Winters Justin Dec Horror Thriller
195,The Kill Team,War Action Drama,Dan Krauss,Dan Krauss (director); Nat Wolff,Alexander Skarsgård,,
196,The Gallows Act II,Horror Thriller,"Chris Lofing, Travis Cluff",Chris Milligan,Ema Horvath,Brittany Falardeau,"Chris Milligan Ema Horvath Brittany Falardeau Chris Lofing, Travis Cluff Horror Thriller"
197,Terminator: Dark Fate,Science Fiction Action,Tim Miller,Linda Hamilton,Arnold Schwarzenegger,Mackenzie Davis,Linda Hamilton Arnold Schwarzenegger Mackenzie Davis Tim Miller Science Fiction Action
198,Motherless Brooklyn,Drama Thriller,Edward Norton,Edward Norton,Bruce Willis,Gugu Mbatha-Raw,Edward Norton Bruce Willis Gugu Mbatha-Raw Edward Norton Drama Thriller
199,The Irishman,Crime Drama History,Martin Scorsese,Robert De Niro,Al Pacino,Joe Pesci,Robert De Niro Al Pacino Joe Pesci Martin Scorsese Crime Drama History
200,Harriet,Drama History,Kasi Lemmons,Cynthia Erivo,Leslie Odom Jr.,Joe Alwyn,Cynthia Erivo Leslie Odom Jr. Joe Alwyn Kasi Lemmons Drama History
201,Arctic Dogs,Animation Adventure Comedy,Aaron Woodley,Jeremy Renner,James Franco,Heidi Klum,Jeremy Renner James Franco Heidi Klum Aaron Woodley Animation Adventure Comedy
202,Marriage Story,Drama,Noah Baumbach,Scarlett Johansson,Adam Driver,Laura Dern,Scarlett Johansson Adam Driver Laura Dern Noah Baumbach Drama
203,Doctor Sleep,Horror Thriller Fantasy,Mike Flanagan,Ewan McGregor,Rebecca Ferguson,Kyliegh Curran,Ewan McGregor Rebecca Ferguson Kyliegh Curran Mike Flanagan Horror Thriller Fantasy
204,Last Christmas,Comedy Romance,Paul Feig,Emilia Clarke,Henry Golding,Michelle Yeoh,Emilia Clarke Henry Golding Michelle Yeoh Paul Feig Comedy Romance
205,Playing with Fire,Family Comedy,Andy Fickman,John Cena,Keegan-Michael Key,John Leguizamo,John Cena Keegan-Michael Key John Leguizamo Andy Fickman Family Comedy
206,Let It Snow,Romance Comedy,Luke Snellin,Isabela Merced,Shameik Moore,Kiernan Shipka,Isabela Merced Shameik Moore Kiernan Shipka Luke Snellin Romance Comedy
207,Midway,Action Drama War History Adventure,Roland Emmerich,Ed Skrein,Patrick Wilson,Luke Evans,Ed Skrein Patrick Wilson Luke Evans Roland Emmerich Action Drama War History Adventure
208,Klaus,Animation Family Adventure Comedy Fantasy,Sergio Pablos,J. K. Simmons,Jason Schwartzman,Rashida Jones,J. K. Simmons Jason Schwartzman Rashida Jones Sergio Pablos Animation Family Adventure Comedy Fantasy
209,Honey Boy,Drama,Alma Har'el,Shia LaBeouf,Lucas Hedges,Noah Jupe,Shia LaBeouf Lucas Hedges Noah Jupe Alma Har'el Drama
210,Lady and the Tramp,Family Animation Romance,Charlie Bean,Tessa Thompson,Justin Theroux,Kiersey Clemons,Tessa Thompson Justin Theroux Kiersey Clemons Charlie Bean Family Animation Romance
211,Noelle,Family Comedy Fantasy,Marc Lawrence,Anna Kendrick,Bill Hader,Kingsley Ben-Adir,Anna Kendrick Bill Hader Kingsley Ben-Adir Marc Lawrence Family Comedy Fantasy
212,Ford v Ferrari,Drama Action History,James Mangold,Matt Damon,Christian Bale,Jon Bernthal,Matt Damon Christian Bale Jon Bernthal James Mangold Drama Action History
213,Charlie's Angels,Action Adventure Comedy,Elizabeth Banks,Kristen Stewart,Naomi Scott,Ella Balinska,Kristen Stewart Naomi Scott Ella Balinska Elizabeth Banks Action Adventure Comedy
214,The Good Liar,Crime,Bill Condon,Ian McKellen,Helen Mirren,Russell Tovey,Ian McKellen Helen Mirren Russell Tovey Bill Condon Crime
215,The Report,Thriller Drama,Scott Z. Burns,Adam Driver,Annette Bening,Ted Levine,Adam Driver Annette Bening Ted Levine Scott Z. Burns Thriller Drama
216,Waves,Romance Drama,Trey Edward Shults,Kelvin Harrison Jr.,Lucas Hedges,Taylor Russell,Kelvin Harrison Jr. Lucas Hedges Taylor Russell Trey Edward Shults Romance Drama
217,Frozen II,Family Animation Adventure Comedy Fantasy,"Chris Buck, Jennifer Lee",Idina Menzel,Kristen Bell,Jonathan Groff,"Idina Menzel Kristen Bell Jonathan Groff Chris Buck, Jennifer Lee Family Animation Adventure Comedy Fantasy"
218,A Beautiful Day in the Neighborhood,Drama History,Marielle Heller,Tom Hanks,Matthew Rhys,Susan Kelechi Watson,Tom Hanks Matthew Rhys Susan Kelechi Watson Marielle Heller Drama History
219,21 Bridges,Crime Action Drama,Brian Kirk,Chadwick Boseman,Sienna Miller,Stephan James,Chadwick Boseman Sienna Miller Stephan James Brian Kirk Crime Action Drama
220,Dark Waters,Drama Thriller,Todd Haynes,Mark Ruffalo,Anne Hathaway,Tim Robbins,Mark Ruffalo Anne Hathaway Tim Robbins Todd Haynes Drama Thriller
221,Knives Out,Comedy Crime Mystery,Rian Johnson,Daniel Craig,Chris Evans,Ana de Armas,Daniel Craig Chris Evans Ana de Armas Rian Johnson Comedy Crime Mystery
222,Queen & Slim,Drama Romance Crime,Melina Matsoukas,Daniel Kaluuya,Jodie Turner-Smith,Bokeem Woodbine,Daniel Kaluuya Jodie Turner-Smith Bokeem Woodbine Melina Matsoukas Drama Romance Crime
223,The Two Popes,Drama Comedy History,Fernando Meirelles,Anthony Hopkins,Jonathan Pryce,,
224,Playmobil: The Movie,Family Animation Comedy Adventure,Lino DiSalvo,Anya Taylor-Joy,Daniel Radcliffe,Gabriel Bateman,Anya Taylor-Joy Daniel Radcliffe Gabriel Bateman Lino DiSalvo Family Animation Comedy Adventure
225,The Aeronauts,Adventure Drama Romance,Tom Harper,Felicity Jones,Eddie Redmayne,Himesh Patel,Felicity Jones Eddie Redmayne Himesh Patel Tom Harper Adventure Drama Romance
226,A Million Little Pieces,Drama,Sam Taylor-Johnson,Aaron Taylor-Johnson,Billy Bob Thornton,Odessa Young,Aaron Taylor-Johnson Billy Bob Thornton Odessa Young Sam Taylor-Johnson Drama
227,Daniel Isn't Real,Horror Mystery,Adam Egypt Mortimer,Miles Robbins,Patrick Schwarzenegger,Sasha Lane,Miles Robbins Patrick Schwarzenegger Sasha Lane Adam Egypt Mortimer Horror Mystery
228,Trauma Center,Action Thriller,Matt Eskandari,Bruce Willis,Nicky Whelan,,
229,Jumanji: The Next Level,Adventure Comedy Fantasy,Jake Kasdan,Dwayne Johnson,Jack Black,Kevin Hart,Dwayne Johnson Jack Black Kevin Hart Jake Kasdan Adventure Comedy Fantasy
230,Richard Jewell,Drama History Crime,Clint Eastwood,Paul Walter Hauser,Sam Rockwell,Kathy Bates,Paul Walter Hauser Sam Rockwell Kathy Bates Clint Eastwood Drama History Crime
231,Black Christmas,Horror Thriller Mystery,Sophia Takal,Imogen Poots,Lily Donoghue,Aleyse Shannon,Imogen Poots Lily Donoghue Aleyse Shannon Sophia Takal Horror Thriller Mystery
232,6 Underground,Action Comedy Thriller,Michael Bay,Ryan Reynolds,Mélanie Laurent,Manuel Garcia-Rulfo,Ryan Reynolds Mélanie Laurent Manuel Garcia-Rulfo Michael Bay Action Comedy Thriller
233,Bombshell,Drama,Jay Roach,Charlize Theron,Nicole Kidman,Margot Robbie,Charlize Theron Nicole Kidman Margot Robbie Jay Roach Drama
234,Uncut Gems,Drama Thriller Crime,"Safdie brothers (directors/screenplay); Ronald Bronstein (screenplay); Adam Sandler, Lakeith Stanfield, Julia Fox, Kevin Garnett, Idina Menzel, Eric Bogosian",Adam Sandler,Lakeith Stanfield,Julia Fox,"Adam Sandler Lakeith Stanfield Julia Fox Safdie brothers (directors/screenplay); Ronald Bronstein (screenplay); Adam Sandler, Lakeith Stanfield, Julia Fox, Kevin Garnett, Idina Menzel, Eric Bogosian Drama Thriller Crime"
235,Seberg,Thriller Drama,Benedict Andrews,Kristen Stewart,Jack O'Connell,Margaret Qualley,Kristen Stewart Jack O'Connell Margaret Qualley Benedict Andrews Thriller Drama
236,A Hidden Life,Drama War History,Terrence Malick,August Diehl,Valerie Pachner,Matthias Schoenaerts,August Diehl Valerie Pachner Matthias Schoenaerts Terrence Malick Drama War History
237,Star Wars: The Rise of Skywalker,Adventure Action Science Fiction,J. J. Abrams,Carrie Fisher,Mark Hamill,Adam Driver,Carrie Fisher Mark Hamill Adam Driver J. J. Abrams Adventure Action Science Fiction
238,Cats,Fantasy Comedy Drama,Tom Hooper,James Corden,Judi Dench,Jason Derulo,James Corden Judi Dench Jason Derulo Tom Hooper Fantasy Comedy Drama
239,Togo,Crime Drama,Ericson Core,Willem Dafoe,Julianne Nicholson,Christopher Heyerdahl,Willem Dafoe Julianne Nicholson Christopher Heyerdahl Ericson Core Crime Drama
240,Spies in Disguise,Animation Action Adventure Comedy Family,"Nick Bruno, Troy Quane",Will Smith,Tom Holland,Rashida Jones,"Will Smith Tom Holland Rashida Jones Nick Bruno, Troy Quane Animation Action Adventure Comedy Family"
241,Little Women,Drama Romance History,Greta Gerwig,Saoirse Ronan,Emma Watson,Florence Pugh,Saoirse Ronan Emma Watson Florence Pugh Greta Gerwig Drama Romance History
242,1917,War Drama History,Sam Mendes,George MacKay,Dean-Charles Chapman,Mark Strong,George MacKay Dean-Charles Chapman Mark Strong Sam Mendes War Drama History
243,Just Mercy,Drama Crime History,Destin Daniel Cretton,Michael B. Jordan,Jamie Foxx,Brie Larson,Michael B. Jordan Jamie Foxx Brie Larson Destin Daniel Cretton Drama Crime History
244,Clemency,Drama,Chinonye Chukwu,Alfre Woodard,Wendell Pierce,Aldis Hodge,Alfre Woodard Wendell Pierce Aldis Hodge Chinonye Chukwu Drama
