,Title,genres,director_name,actor_name1,actor_name2,actor_name3,genres_director_actor
151,America: The Motion Picture,Animation Action Comedy,Matt Thompson,Channing Tatum,Jason Mantzoukas,Olivia Munn,Channing Tatum Jason Mantzoukas Olivia Munn Matt Thompson Animation Action Comedy
152,Zola,Comedy Crime,Janicza Bravo,Taylour Paige,Riley Keough,Nicholas Braun,Taylour Paige Riley Keough Nicholas Braun Janicza Bravo Comedy Crime
153,No Sudden Move,Crime Drama Mystery,Steven Soderbergh,Don Cheadle,Benicio del Toro,David Harbour,Don Cheadle Benicio del Toro David Harbour Steven Soderbergh Crime Drama Mystery
154,The Tomorrow War,Action Science Fiction Adventure,Chris McKay,Chris Pratt,Yvonne Strahovski,J. K. Simmons,Chris Pratt Yvonne Strahovski J. K. Simmons Chris McKay Action Science Fiction Adventure
155,The Boss Baby: Family Business,Animation Comedy Adventure Family,Tom McGrath,Alec Baldwin,James Marsden,Amy Sedaris,Alec Baldwin James Marsden Amy Sedaris Tom McGrath Animation Comedy Adventure Family
156,The Forever Purge,Horror Action Thriller,Everardo Gout,Ana de la Reguera,Tenoch Huerta,Josh Lucas,Ana de la Reguera Tenoch Huerta Josh Lucas Everardo Gout Horror Action Thriller
157,Fear Street Part One: 1994,Mystery Horror,Leigh Janiak,Kiana Madeira,Olivia Scott Welch,Benjamin Flores Jr.,Kiana Madeira Olivia Scott Welch Benjamin Flores Jr. Leigh Janiak Mystery Horror
158,Summer of Soul,Documentary Music History,Questlove,Questlove (director); Stevie Wonder,Nina Simone,Sly and the Family Stone,Questlove (director); Stevie Wonder Nina Simone Sly and the Family Stone Questlove Documentary Music History
159,Till Death,Horror Thriller,S.K. Dale,Megan Fox,Eoin Macken,Callan Mulvey,Megan Fox Eoin Macken Callan Mulvey S.K. Dale Horror Thriller
160,Let Us In,Science Fiction Thriller,Craig Moss,Mackenzie Moss,Sadie Stanley,Mackenzie Ziegler,Mackenzie Moss Sadie Stanley Mackenzie Ziegler Craig Moss Science Fiction Thriller
161,Black Widow,Action Adventure Science Fiction,Cate Shortland,Scarlett Johansson,Florence Pugh,David Harbour,Scarlett Johansson Florence Pugh David Harbour Cate Shortland Action Adventure Science Fiction
162,Fear Street Part Two: 1978,Mystery Horror,Leigh Janiak,Sadie Sink,Emily Rudd,Ryan Simpkins,Sadie Sink Emily Rudd Ryan Simpkins Leigh Janiak Mystery Horror
163,Summertime,Drama Romance Comedy,Carlos López Estrada,Tyris Winter,Marquesha Babers,Maia Mayor,Tyris Winter Marquesha Babers Maia Mayor Carlos López Estrada Drama Romance Comedy
164,Gunpowder Milkshake,Action Crime Thriller,Navot Papushado,Karen Gillan,Lena Headey,Carla Gugino,Karen Gillan Lena Headey Carla Gugino Navot Papushado Action Crime Thriller
165,Space Jam: A New Legacy,Family Animation Comedy Science Fiction,Malcolm D. Lee,LeBron James,Don Cheadle,Khris Davis,LeBron James Don Cheadle Khris Davis Malcolm D. Lee Family Animation Comedy Science Fiction
166,Escape Room: Tournament of Champions,Horror Thriller Mystery,Adam Robitel,Taylor Russell,Logan Miller,Indya Moore,Taylor Russell Logan Miller Indya Moore Adam Robitel Horror Thriller Mystery
167,Fear Street Part Three: 1666,Mystery Horror,Leigh Janiak,Kiana Madeira,Ashley Zukerman,Gillian Jacobs,Kiana Madeira Ashley Zukerman Gillian Jacobs Leigh Janiak Mystery Horror
168,Die in a Gunfight,Action Comedy Romance,Colin Schiffli,Alexandra Daddario,Diego Boneta,Justin Chatwin,Alexandra Daddario Diego Boneta Justin Chatwin Colin Schiffli Action Comedy Romance
169,Pig,Drama Thriller,Michael Sarnoski,Nicolas Cage,Alex Wolff,Adam Arkin,Nicolas Cage Alex Wolff Adam Arkin Michael Sarnoski Drama Thriller
170,Out of Death,Action Thriller,Mike Burns,Bruce Willis,Jaime King,Lala Kent,Bruce Willis Jaime King Lala Kent Mike Burns Action Thriller
171,Roadrunner: A Film About Anthony Bourdain,Documentary,Morgan Neville,Anthony Bourdain,,,
172,How It Ends,Science Fiction Thriller Mystery Action Adventure,"Daryl Wein, Zoe Lister-Jones",Zoe Lister-Jones,Cailee Spaeny,Olivia Wilde,"Zoe Lister-Jones Cailee Spaeny Olivia Wilde Daryl Wein, Zoe Lister-Jones Science Fiction Thriller Mystery Action Adventure"
173,Trollhunters: Rise of the Titans,Animation Fantasy Family Action Adventure,"Johane Matte, Andrew L. Schmidt, Francisco Ruiz Velasco",Emile Hirsch,Lexi Medrano,Charlie Saxton,"Emile Hirsch Lexi Medrano Charlie Saxton Johane Matte, Andrew L. Schmidt, Francisco Ruiz Velasco Animation Fantasy Family Action Adventure"
174,Snake Eyes,Thriller Crime Mystery,Robert Schwentke,Henry Golding,Andrew Koji,Úrsula Corberó,Henry Golding Andrew Koji Úrsula Corberó Robert Schwentke Thriller Crime Mystery
175,Old,Thriller Mystery Horror,M. Night Shyamalan,Gael García Bernal,Vicky Krieps,Rufus Sewell,Gael García Bernal Vicky Krieps Rufus Sewell M. Night Shyamalan Thriller Mystery Horror
176,Joe Bell,Drama Adventure,Reinaldo Marcus Green,Mark Wahlberg,Reid Miller,Connie Britton,Mark Wahlberg Reid Miller Connie Britton Reinaldo Marcus Green Drama Adventure
177,Jolt,Action Thriller,Tanya Wexler,Tanya Wexler (director); Scott Wascha (screenwriter); Kate Beckinsale,Bobby Cannavale,Laverne Cox,Tanya Wexler (director); Scott Wascha (screenwriter); Kate Beckinsale Bobby Cannavale Laverne Cox Tanya Wexler Action Thriller
178,Midnight in the Switchgrass,Crime Mystery Thriller Action,Randall Emmett,Megan Fox,Bruce Willis,Emile Hirsch,Megan Fox Bruce Willis Emile Hirsch Randall Emmett Crime Mystery Thriller Action
179,Broken Diamonds,Drama,Peter Sattler,Ben Platt,Lola Kirke,Yvette Nicole Brown,Ben Platt Lola Kirke Yvette Nicole Brown Peter Sattler Drama
180,Val,Documentary,"Leo Scott, Ting Poo",Leo Scott,Ting Poo (directors); Val Kilmer,,
181,Ailey,Documentary,Jamila Wignot,Jamila Wignot (director),,,
182,Jungle Cruise,Action Adventure Fantasy,Jaume Collet-Serra,Dwayne Johnson,Emily Blunt,Édgar Ramírez,Dwayne Johnson Emily Blunt Édgar Ramírez Jaume Collet-Serra Action Adventure Fantasy
183,Vivo,Animation Family Comedy,Kirk DeMicco,Lin-Manuel Miranda,Ynairaly Simo,Zoe Saldana,Lin-Manuel Miranda Ynairaly Simo Zoe Saldana Kirk DeMicco Animation Family Comedy
184,Stillwater,Drama Crime Thriller,Tom McCarthy,Matt Damon,Camille Cottin,Abigail Breslin,Matt Damon Camille Cottin Abigail Breslin Tom McCarthy Drama Crime Thriller
185,The Green Knight,Adventure Drama Fantasy,David Lowery,Dev Patel,Alicia Vikander,Joel Edgerton,Dev Patel Alicia Vikander Joel Edgerton David Lowery Adventure Drama Fantasy
186,Nine Days,Drama Fantasy,Edson Oda,Winston Duke,Zazie Beetz,Benedict Wong,Winston Duke Zazie Beetz Benedict Wong Edson Oda Drama Fantasy
187,Ride the Eagle,Comedy Drama,Trent O'Donnell,Jake Johnson,D'Arcy Carden,J.K. Simmons,Jake Johnson D'Arcy Carden J.K. Simmons Trent O'Donnell Comedy Drama
188,The Evening Hour,Drama,Braden King,Philip Ettinger,Stacy Martin,Cosmo Jarvis,Philip Ettinger Stacy Martin Cosmo Jarvis Braden King Drama
189,Lorelei,Drama,Sabrina Doyle,Pablo Schreiber,Jena Malone,,
190,Enemies of the State,Documentary,Sonia Kennebeck,Sonia Kennebeck (director),,,
191,The Suicide Squad,Action Comedy Adventure,James Gunn,Idris Elba,Margot Robbie,John Cena,Idris Elba Margot Robbie John Cena James Gunn Action Comedy Adventure
192,Naked Singularity,Crime Drama,Chase Palmer,John Boyega,Olivia Cooke,Bill Skarsgård,John Boyega Olivia Cooke Bill Skarsgård Chase Palmer Crime Drama
193,John and the Hole,Drama Thriller,Pascual Sisto,Charlie Shotwell,Michael C. Hall,Jennifer Ehle,Charlie Shotwell Michael C. Hall Jennifer Ehle Pascual Sisto Drama Thriller
194,Playing God,Comedy Drama,Scott Brignac,Hannah Kasulka,Luke Benward,Jude Demorest,Hannah Kasulka Luke Benward Jude Demorest Scott Brignac Comedy Drama
195,Swan Song,Comedy Drama,Todd Stephens,Udo Kier,Jennifer Coolidge,Linda Evans,Udo Kier Jennifer Coolidge Linda Evans Todd Stephens Comedy Drama
196,She Ball,Drama,Nick Cannon,Nick Cannon,Chris Brown,Jaliyuh Manuel,Nick Cannon Chris Brown Jaliyuh Manuel Nick Cannon Drama
197,The Kissing Booth 3,Romance Comedy,Vince Marcello,Joey King,Joel Courtney,Jacob Elordi,Joey King Joel Courtney Jacob Elordi Vince Marcello Romance Comedy
198,Homeroom,Documentary,Peter Nicks,Peter Nicks (director),,,
199,Free Guy,Comedy Adventure Science Fiction,Shawn Levy,Ryan Reynolds,Jodie Comer,Lil Rel Howery,Ryan Reynolds Jodie Comer Lil Rel Howery Shawn Levy Comedy Adventure Science Fiction
200,Respect,Drama Music History,Liesl Tommy,Jennifer Hudson,Forest Whitaker,Marlon Wayans,Jennifer Hudson Forest Whitaker Marlon Wayans Liesl Tommy Drama Music History
201,Beckett,Crime Mystery Thriller,Ferdinando Cito Filomarino,John David Washington,Boyd Holbrook,Vicky Krieps,John David Washington Boyd Holbrook Vicky Krieps Ferdinando Cito Filomarino Crime Mystery Thriller
202,Don't Breathe 2,Thriller Horror,Rodo Sayagues,Stephen Lang,Brendan Sexton III,Madelyn Grace,Stephen Lang Brendan Sexton III Madelyn Grace Rodo Sayagues Thriller Horror
203,CODA,Drama Music Romance,Sian Heder,Emilia Jones,Eugenio Derbez,Troy Kotsur,Emilia Jones Eugenio Derbez Troy Kotsur Sian Heder Drama Music Romance
204,Not Going Quietly,Documentary,Nicholas Bruckman,Amanda Roddy (screenplay),,,
205,PAW Patrol: The Movie,Animation Family Adventure Comedy,Cal Brunker,Iain Armitage,Marsai Martin,Ron Pardo,Iain Armitage Marsai Martin Ron Pardo Cal Brunker Animation Family Adventure Comedy
206,Reminiscence,Mystery Science Fiction,Lisa Joy,Hugh Jackman,Rebecca Ferguson,Thandiwe Newton,Hugh Jackman Rebecca Ferguson Thandiwe Newton Lisa Joy Mystery Science Fiction
207,The Protégé,Action Thriller,Martin Campbell,Michael Keaton,Maggie Q,Samuel L. Jackson,Michael Keaton Maggie Q Samuel L. Jackson Martin Campbell Action Thriller
208,Sweet Girl,Action Thriller Drama,Brian Andrew Mendoza,Jason Momoa,Isabela Merced,Manuel Garcia-Rulfo,Jason Momoa Isabela Merced Manuel Garcia-Rulfo Brian Andrew Mendoza Action Thriller Drama
209,The Loud House Movie,Animation Family Comedy Adventure Fantasy,Dave Needham,Dave Needham (director); Asher Bishop,David Tennant,Michelle Gomez,Dave Needham (director); Asher Bishop David Tennant Michelle Gomez Dave Needham Animation Family Comedy Adventure Fantasy
210,The Night House,Drama Horror Mystery Thriller,David Bruckner,Rebecca Hall,Sarah Goldberg,Evan Jonigkeit,Rebecca Hall Sarah Goldberg Evan Jonigkeit David Bruckner Drama Horror Mystery Thriller
211,Flag Day,Drama Thriller Crime,Sean Penn,Dylan Penn,Sean Penn,Katheryn Winnick,Dylan Penn Sean Penn Katheryn Winnick Sean Penn Drama Thriller Crime
212,Cryptozoo,Animation Fantasy,Dash Shaw,Lake Bell,Michael Cera,Angeliki Papoulia,Lake Bell Michael Cera Angeliki Papoulia Dash Shaw Animation Fantasy
213,Habit,Crime Thriller Comedy,Janell Shirtcliff,Josie Ho,Bella Thorne,Gavin Rossdale,Josie Ho Bella Thorne Gavin Rossdale Janell Shirtcliff Crime Thriller Comedy
214,Demonic,Drama Horror Science Fiction,Neill Blomkamp,Carly Pope,Chris William Martin,Michael Rogers,Carly Pope Chris William Martin Michael Rogers Neill Blomkamp Drama Horror Science Fiction
215,Risen,Action History Adventure Drama,Eddie Arya,Caroline McQuade,Kenneth Trujillo,Wassim Hawat,Caroline McQuade Kenneth Trujillo Wassim Hawat Eddie Arya Action History Adventure Drama
216,The Witcher: Nightmare of the Wolf,Animation Action Fantasy,Kwang Il Han,Theo James,Lara Pulver,Graham McTavish,Theo James Lara Pulver Graham McTavish Kwang Il Han Animation Action Fantasy
217,Really Love,Romance Drama,Angel Kristi Williams,Kofi Siriboe,Yootha Wong-Loi-Sing,Blair Underwood,Kofi Siriboe Yootha Wong-Loi-Sing Blair Underwood Angel Kristi Williams Romance Drama
218,Candyman,Horror Mystery Thriller,Nia DaCosta,Yahya Abdul-Mateen II,Teyonah Parris,Nathan Stewart-Jarrett,Yahya Abdul-Mateen II Teyonah Parris Nathan Stewart-Jarrett Nia DaCosta Horror Mystery Thriller
219,Vacation Friends,Comedy,Clay Tarver,John Cena,Lil Rel Howery,Yvonne Orji,John Cena Lil Rel Howery Yvonne Orji Clay Tarver Comedy
220,He's All That,Comedy Romance,Mark Waters,Addison Rae,Tanner Buchanan,Madison Pettis,Addison Rae Tanner Buchanan Madison Pettis Mark Waters Comedy Romance
221,No Man of God,Crime Drama Thriller History,Amber Sealey,Elijah Wood,Luke Kirby,Aleksa Palladino,Elijah Wood Luke Kirby Aleksa Palladino Amber Sealey Crime Drama Thriller History
222,Rushed,Mystery Thriller Horror Drama,Vibeke Muasya,Vibeke Muasya (director); Siobhan Fallon Hogan (screenplay),Siobhan Fallon Hogan,Robert Patrick,Vibeke Muasya (director); Siobhan Fallon Hogan (screenplay) Siobhan Fallon Hogan Robert Patrick Vibeke Muasya Mystery Thriller Horror Drama
223,Afterlife of the Party,Fantasy Comedy Drama,Stephen Herek,Victoria Justice,Midori Francis,Timothy Renouf,Victoria Justice Midori Francis Timothy Renouf Stephen Herek Fantasy Comedy Drama
224,Shang-Chi and the Legend of the Ten Rings,Action Adventure Fantasy,Destin Daniel Cretton,Simu Liu,Awkwafina,Meng'er Zhang,Simu Liu Awkwafina Meng'er Zhang Destin Daniel Cretton Action Adventure Fantasy
225,Cinderella,Family Fantasy Animation Romance,"Kay Cannon (director/screenwriter); Camila Cabello, Idina Menzel, Nicholas Galitzine, Minnie Driver, Pierce Brosnan, Billy Porter",Kay Cannon (director/screenwriter); Camila Cabello,Idina Menzel,Nicholas Galitzine,"Kay Cannon (director/screenwriter); Camila Cabello Idina Menzel Nicholas Galitzine Kay Cannon (director/screenwriter); Camila Cabello, Idina Menzel, Nicholas Galitzine, Minnie Driver, Pierce Brosnan, Billy Porter Family Fantasy Animation Romance"
226,Worth,History Drama,Sara Colangelo,Michael Keaton,Stanley Tucci,Amy Ryan,Michael Keaton Stanley Tucci Amy Ryan Sara Colangelo History Drama
227,The Gateway,Drama Thriller,Michele Civetta,Shea Whigham,Olivia Munn,Frank Grillo,Shea Whigham Olivia Munn Frank Grillo Michele Civetta Drama Thriller
228,Wild Indian,Thriller Crime Drama,Lyle Mitchell Corbine Jr.,Michael Greyeyes,Chaske Spencer,Jesse Eisenberg,Michael Greyeyes Chaske Spencer Jesse Eisenberg Lyle Mitchell Corbine Jr. Thriller Crime Drama
229,We Need to Do Something,Horror Mystery,Sean King O'Grady,Sean King O'Grady (director); Max Booth III (screenwriter); Sierra McCormick,Vinessa Shaw,Pat Healy,Sean King O'Grady (director); Max Booth III (screenwriter); Sierra McCormick Vinessa Shaw Pat Healy Sean King O'Grady Horror Mystery
230,Kate,Action,Cedric Nicolas-Troyan,Mary Elizabeth Winstead,Miku Martineau,Woody Harrelson,Mary Elizabeth Winstead Miku Martineau Woody Harrelson Cedric Nicolas-Troyan Action
231,Everybody's Talking About Jamie,Drama Comedy,Jonathan Butterell,Max Harwood,Sarah Lancashire,Lauren Patel,Max Harwood Sarah Lancashire Lauren Patel Jonathan Butterell Drama Comedy
232,Malignant,Horror Mystery Thriller,James Wan,Annabelle Wallis,Maddie Hasson,George Young,Annabelle Wallis Maddie Hasson George Young James Wan Horror Mystery Thriller
233,Queenpins,Comedy Crime,"Aron Gaudet, Gita Pullapilly (directors/screenplay); Kristen Bell, Kirby Howell-Baptiste, Paul Walter Hauser, Bebe Rexha, Vince Vaughn",Kristen Bell,Kirby Howell-Baptiste,Paul Walter Hauser,"Kristen Bell Kirby Howell-Baptiste Paul Walter Hauser Aron Gaudet, Gita Pullapilly (directors/screenplay); Kristen Bell, Kirby Howell-Baptiste, Paul Walter Hauser, Bebe Rexha, Vince Vaughn Comedy Crime"
234,The Card Counter,Crime Thriller Drama,Paul Schrader,Oscar Isaac,Tiffany Haddish,Tye Sheridan,Oscar Isaac Tiffany Haddish Tye Sheridan Paul Schrader Crime Thriller Drama
235,Come from Away,Comedy Drama,Christopher Ashley,Petrina Bromley,Jenn Colella,De'Lon Grant,Petrina Bromley Jenn Colella De'Lon Grant Christopher Ashley Comedy Drama
236,The Voyeurs,Thriller,Michael Mohan,Sydney Sweeney,Justice Smith,Ben Hardy,Sydney Sweeney Justice Smith Ben Hardy Michael Mohan Thriller
237,Small Engine Repair,Drama Comedy,John Pollono,Jon Bernthal,Shea Whigham,Jordana Spiro,Jon Bernthal Shea Whigham Jordana Spiro John Pollono Drama Comedy
238,Language Lessons,Drama Comedy Romance,Natalie Morales,Natalie Morales (director/screenplay),Mark Duplass (screenplay),Natalie Morales,Natalie Morales (director/screenplay) Mark Duplass (screenplay) Natalie Morales Natalie Morales Drama Comedy Romance
239,Show Me the Father,Documentary,Rick Altizer,Rick Altizer (director); Sherman Smith,Tony Evans,Steven Kendrick,Rick Altizer (director); Sherman Smith Tony Evans Steven Kendrick Rick Altizer Documentary
240,Catch the Bullet,Western Action,Michael Feifer,Jay Pickett,Peter Facinelli,Tom Skerritt,Jay Pickett Peter Facinelli Tom Skerritt Michael Feifer Western Action
241,Dating and New York,,Jonah Feingold,Francesca Reale,Jaboukie Young-White,Catherine Cohen,
242,Bad Candy,Horror,"Scott B. Hansen, Desiree Connell",Zach Galligan,Derek Russo,Corey Taylor,"Zach Galligan Derek Russo Corey Taylor Scott B. Hansen, Desiree Connell Horror"
243,Generation Wrecks,Comedy Drama,Kevin T. Morales,Bridget McGarry,Victoria Leigh,Okieriete Onaodowan,Bridget McGarry Victoria Leigh Okieriete Onaodowan Kevin T. Morales Comedy Drama
244,My Son,Thriller,Christian Carion,James McAvoy,Claire Foy,Gary Lewis,James McAvoy Claire Foy Gary Lewis Christian Carion Thriller
245,Nightbooks,Fantasy Family Horror,David Yarovesky,Winslow Fegley,Lidya Jewett,Krysten Ritter,Winslow Fegley Lidya Jewett Krysten Ritter David Yarovesky Fantasy Family Horror
246,The Starling,Drama,Theodore Melfi,Theodore Melfi (director); Matt Harris (screenpaly); Melissa McCarthy,Chris O'Dowd,Timothy Olyphant,Theodore Melfi (director); Matt Harris (screenpaly); Melissa McCarthy Chris O'Dowd Timothy Olyphant Theodore Melfi Drama
247,The Eyes of Tammy Faye,Drama History,Michael Showalter,Jessica Chastain,Andrew Garfield,Cherry Jones,Jessica Chastain Andrew Garfield Cherry Jones Michael Showalter Drama History
248,Cry Macho,Drama Western,Clint Eastwood,Clint Eastwood,Dwight Yoakam,Eduardo Minett,Clint Eastwood Dwight Yoakam Eduardo Minett Clint Eastwood Drama Western
249,Copshop,Thriller Crime Action,Joe Carnahan,Gerard Butler,Frank Grillo,Alexis Louder,Gerard Butler Frank Grillo Alexis Louder Joe Carnahan Thriller Crime Action
250,Blue Bayou,Drama,Justin Chon,Justin Chon,Alicia Vikander,Mark O'Brien,Justin Chon Alicia Vikander Mark O'Brien Justin Chon Drama
251,Prisoners of the Ghostland,Action Fantasy Horror,Sion Sono,Nicolas Cage,Sofia Boutella,Bill Moseley,Nicolas Cage Sofia Boutella Bill Moseley Sion Sono Action Fantasy Horror
252,Best Sellers,Comedy Drama,Lina Roessler,Michael Caine,Aubrey Plaza,Scott Speedman,Michael Caine Aubrey Plaza Scott Speedman Lina Roessler Comedy Drama
253,Lady of the Manor,Comedy Fantasy,"Justin Long, Christian Long (directors/screenplay); Melanie Lynskey, Judy Greer, Justin Long, Ryan Phillippe, Luis Guzmán",Melanie Lynskey,Judy Greer,Justin Long,"Melanie Lynskey Judy Greer Justin Long Justin Long, Christian Long (directors/screenplay); Melanie Lynskey, Judy Greer, Justin Long, Ryan Phillippe, Luis Guzmán Comedy Fantasy"
254,The Nowhere Inn,Comedy Drama Music,Bill Benz,Annie Clark,Carrie Brownstein,Dakota Johnson,Annie Clark Carrie Brownstein Dakota Johnson Bill Benz Comedy Drama Music
255,My Name is Pauli Murray,Documentary,"Betsy West, Julie Cohen",Betsy West,Julie Cohen (director); Talleah Bridges McMahon,Julie Cohen,"Betsy West Julie Cohen (director); Talleah Bridges McMahon Julie Cohen Betsy West, Julie Cohen Documentary"
256,The Killing of Kenneth Chamberlain,Mystery Thriller Drama,David Midell,Frankie Faison,Steve O'Connell,Enrico Natale,Frankie Faison Steve O'Connell Enrico Natale David Midell Mystery Thriller Drama
257,Intrusion,Thriller,Adam Salky,Freida Pinto,Logan Marshall-Green,Robert John Burke,Freida Pinto Logan Marshall-Green Robert John Burke Adam Salky Thriller
258,My Little Pony: A New Generation,Animation Family Fantasy Comedy Adventure,"Robert Cullen, Jose Ucha",Vanessa Hudgens,Kimiko Glenn,James Marsden,"Vanessa Hudgens Kimiko Glenn James Marsden Robert Cullen, Jose Ucha Animation Family Fantasy Comedy Adventure"
259,Dear Evan Hansen,Drama,Stephen Chbosky,Ben Platt,Kaitlyn Dever,Amandla Stenberg,Ben Platt Kaitlyn Dever Amandla Stenberg Stephen Chbosky Drama
260,The Guilty,Drama Thriller,Antoine Fuqua,Jake Gyllenhaal,Ethan Hawke,Riley Keough,Jake Gyllenhaal Ethan Hawke Riley Keough Antoine Fuqua Drama Thriller
261,Birds of Paradise,Drama,Sarah Adina Smith,Kristine Froseth,Diana Silvers,Jacqueline Bisset,Kristine Froseth Diana Silvers Jacqueline Bisset Sarah Adina Smith Drama
262,After We Fell,Romance Drama,Castille Landon,Josephine Langford,Hero Fiennes Tiffin,Louise Lombard,Josephine Langford Hero Fiennes Tiffin Louise Lombard Castille Landon Romance Drama
263,Venom: Let There Be Carnage,Science Fiction Action Adventure,Andy Serkis,Tom Hardy,Michelle Williams,Naomie Harris,Tom Hardy Michelle Williams Naomie Harris Andy Serkis Science Fiction Action Adventure
264,The Many Saints of Newark,Crime,Alan Taylor,Alessandro Nivola,Michael Gandolfini,Leslie Odom Jr.,Alessandro Nivola Michael Gandolfini Leslie Odom Jr. Alan Taylor Crime
265,The Addams Family 2,Animation Adventure Comedy Family Fantasy Horror,"Conrad Vernon, Greg Tiernan",Oscar Isaac,Charlize Theron,Chloë Grace Moretz,"Oscar Isaac Charlize Theron Chloë Grace Moretz Conrad Vernon, Greg Tiernan Animation Adventure Comedy Family Fantasy Horror"
266,Bingo Hell,Thriller Horror,Gigi Saul Guerrero,L. Scott Caldwell,Adriana Barraza,Joshua Caleb Johnson,L. Scott Caldwell Adriana Barraza Joshua Caleb Johnson Gigi Saul Guerrero Thriller Horror
267,Black as Night,Horror Thriller,Maritte Lee Go,Ashja Cooper,Theodus Crane,Kenneisha Thompson,Ashja Cooper Theodus Crane Kenneisha Thompson Maritte Lee Go Horror Thriller
268,Old Henry,Action Western Thriller,Potsy Ponciroli,Tim Blake Nelson,Scott Haze,Gavin Lewis,Tim Blake Nelson Scott Haze Gavin Lewis Potsy Ponciroli Action Western Thriller
269,The Jesus Music,Documentary Music,Erwin brothers,Amy Grant,Michael W. Smith,TobyMac,Amy Grant Michael W. Smith TobyMac Erwin brothers Documentary Music
270,Mayday,Mystery Fantasy Thriller Action Drama,Karen Cinorre,Grace Van Patten,Mia Goth,Havana Rose Liu,Grace Van Patten Mia Goth Havana Rose Liu Karen Cinorre Mystery Fantasy Thriller Action Drama
271,God's Not Dead: We the People,Drama,Vance Null,David A. R. White,Antonio Sabàto Jr.,Francesca Battistelli,David A. R. White Antonio Sabàto Jr. Francesca Battistelli Vance Null Drama
272,There's Someone Inside Your House,Thriller Horror Mystery,Patrick Brice,Sydney Park,Theodore Pellerin,Asjha Cooper,Sydney Park Theodore Pellerin Asjha Cooper Patrick Brice Thriller Horror Mystery
273,No Time to Die,Adventure Action Thriller,Cary Joji Fukunaga,Daniel Craig,Rami Malek,Léa Seydoux,Daniel Craig Rami Malek Léa Seydoux Cary Joji Fukunaga Adventure Action Thriller
274,Mass,Drama,Fran Kranz,Reed Birney,Ann Dowd,Jason Isaacs,Reed Birney Ann Dowd Jason Isaacs Fran Kranz Drama
275,South of Heaven,Thriller,Aharon Keshales,Jason Sudeikis,Evangeline Lilly,Shea Whigham,Jason Sudeikis Evangeline Lilly Shea Whigham Aharon Keshales Thriller
276,The Manor,Horror,"Axelle Carolyn (director/screenwriter); Barbara Hershey, Bruce Davison, Stacey Travis, Ciera Payton, Jill Larson, Mark Steger",Axelle Carolyn (director/screenwriter); Barbara Hershey,Bruce Davison,Stacey Travis,"Axelle Carolyn (director/screenwriter); Barbara Hershey Bruce Davison Stacey Travis Axelle Carolyn (director/screenwriter); Barbara Hershey, Bruce Davison, Stacey Travis, Ciera Payton, Jill Larson, Mark Steger Horror"
277,Madres,Horror,Ryan Zaragoza,Elpidia Carrillo,Tenoch Huerta,,
278,Justin Bieber: Our World,Music Documentary,Michael D. Ratner,Michael D. Ratner (director); Justin Bieber,Hailey Bieber,,
279,Survive the Game,Action Thriller Crime,James Cullen Bressack,Chad Michael Murray,Bruce Willis,,
280,Halloween Kills,Horror Thriller,David Gordon Green,Jamie Lee Curtis,Judy Greer,Andi Matichak,Jamie Lee Curtis Judy Greer Andi Matichak David Gordon Green Horror Thriller
281,The Last Duel,Action Drama History,Ridley Scott,Matt Damon,Adam Driver,Jodie Comer,Matt Damon Adam Driver Jodie Comer Ridley Scott Action Drama History
282,Needle in a Timestack,Drama Romance Science Fiction,John Ridley,Leslie Odom Jr.,Freida Pinto,Cynthia Erivo,Leslie Odom Jr. Freida Pinto Cynthia Erivo John Ridley Drama Romance Science Fiction
283,Hard Luck Love Song,Romance Music Drama Thriller,Justin Corsbie,Michael Dorman,Sophia Bush,Dermot Mulroney,Michael Dorman Sophia Bush Dermot Mulroney Justin Corsbie Romance Music Drama Thriller
284,"Introducing, Selma Blair",Documentary,Rachel Fleit,Rachel Fleit (director); Selma Blair,,,
285,The Velvet Underground,Documentary Music,Todd Haynes,Todd Haynes (director); The Velvet Underground,,,
286,Night Teeth,Horror Thriller Action,Adam Randall,Jorge Lendeborg Jr.,Debby Ryan,Lucy Fry,Jorge Lendeborg Jr. Debby Ryan Lucy Fry Adam Randall Horror Thriller Action
287,Dune,Science Fiction Adventure,Denis Villeneuve,Timothee Chalamet,Rebecca Ferguson,Oscar Isaac,Timothee Chalamet Rebecca Ferguson Oscar Isaac Denis Villeneuve Science Fiction Adventure
288,Ron's Gone Wrong,Animation Science Fiction Family Comedy,"Sarah Smith, Jean-Philippe Vine",Zach Galifianakis,Jack Dylan Grazer,Ed Helms,"Zach Galifianakis Jack Dylan Grazer Ed Helms Sarah Smith, Jean-Philippe Vine Animation Science Fiction Family Comedy"
289,The French Dispatch,Comedy Drama Romance,Wes Anderson,Benicio del Toro,Adrien Brody,Tilda Swinton,Benicio del Toro Adrien Brody Tilda Swinton Wes Anderson Comedy Drama Romance
290,The Harder They Fall,Western,Jeymes Samuel,Jonathan Majors,Idris Elba,Zazie Beetz,Jonathan Majors Idris Elba Zazie Beetz Jeymes Samuel Western
291,The Electrical Life of Louis Wain,Drama History Comedy,Will Sharpe,Benedict Cumberbatch,Claire Foy,Andrea Riseborough,Benedict Cumberbatch Claire Foy Andrea Riseborough Will Sharpe Drama History Comedy
292,Warning,Science Fiction,Agata Alexander,Alex Pettyfer,Alice Eve,Annabelle Wallis,Alex Pettyfer Alice Eve Annabelle Wallis Agata Alexander Science Fiction
